question,answer,chain_q,chain_a
"Due to company insolvency issue my payment pending from last 4 to 5 yearsHow my pending full and final payment including 3 month salary will be receive soon from company/ insovency Board?( Pune, Maharashtra )","Dear client,In India, the Insolvency and Bankruptcy Code (IBC) provides specific provisions to protect employees' rights in such situationsUnder the IBC, employees are classified as operational creditors, allowing you to file claims for unpaid wages, salaries, or other dues arising from your employment.Prepare Necessary Documentation: Gather all relevant documents, such as employment contracts, salary slips, and any correspondence related to your unpaid dues.File the Claim: Submit your claim in the prescribed format to the Interim Resolution Professional (IRP) or Resolution Professional (RP) appointed to oversee your company's insolvency proceedings. This should be done promptly to ensure your claim is considered.The IBC accords priority to employee dues. Specifically, unpaid wages and salaries for the 12 months preceding the insolvency commencement date are prioritized over other unsecured debts.The Payment of Gratuity Act ensures that gratuity payments are protected, even during insolvency proceedings. Courts have upheld that gratuity dues are excluded from a company's liquidation estate and must be paid in full to employees.If the insolvency process does not yield the desired results, you may explore other legal avenues, such as filing a civil suit for recovery or approaching labor courts. However, these processes can be time-consuming and may require additional legal guidance.Consult an advocate for a better understanding.","[""PGA_4"", ""PGA_7"", ""CCS_ME_3"", ""MEPS_17""]","[""Payment of Gratuity Act 1972"", ""gratuity"", ""EC_RULES_66"", ""EC_RULES_67""]"
"Hii
My name is Brijesh Chauhan i am working on it company 
I start my career from this company i signed a bond and now i completed my bond with company and i give resign from company but management says they will not accept the resign and give me my experience letter and salary( Chandigarh, Chandigarh )","Hi,You can file a suit against the company for breaching the contract and for non-payment of the salary. The suit can be filed under Section 33(c) of the Industrial Dispute Act, 1947 recovery of money due from an employer.Thank YouIf you found this helpful, do rate us.","[""IDA_17B"", ""EPF_12"", ""ESI_72"", ""ISM_12""]","[""IRC_59"", ""Industrial Disputes Act 1947"", ""BOCW_9"", ""GST_79""]"
"I am working in a company and have resigned on December 20th stating that my last day would be 17th Jan. As per company policy I can either serve the notice or buy out the remaining notice that I can't serve. But my company is forcing me to serve my notice. How should I proceed in this case as I am relocating so I will not be able to extend my stay in the company.( Bangalore, Karnataka )","Please serve the notice as per engagement letter and proceed. I trust you already got the relieving letter, if not if they are troubling for that please approach a letter to issue statutory notice.Please reach out to me in case of any doubts, I deal those matters.Thank youS ThulasiRamAdvocate","[""MEPS_26"", ""MEPS_40""]","[""relieving_letter"", ""DPDP_5"", ""SPE_5"", ""IDRA_26""]"
"I have worked for a pvt Ltd company for 20 years. They have removed me during covid. Am i eligible for gratuity. My last drawn salary was 35000/-. Its almost three years now. They have not given any gratuity. What is the solution.( Mumbai, Maharashtra )","Dear Client,  you are eligible and have right to receive gratuity from the Company for continuous service for long 20 years. However, you did not disclose the reason behind your removal from the Company.In case your service is terminated for a proven misconduct as laid down in Sub-sec(6),(a),(b) of Sec.4 of the Payment of Gratuity Act, 1972, Company/Employer may forfeit the gratuity payable to an employee wholly or partially.Save and except the above reason, you are entitiled for gratuity from the Company and you can approach the Controlling Authority and Asst. Labour Commissioner concerned for desired reliefs.","[""PGA_4"", ""PGA_7"", ""CCS_ME_3"", ""MEPS_17""]","[""Payment of Gratuity Act 1972"", ""gratuity"", ""PGA_4"", ""PGA_7""]"
"I am requesting my employer to releave me with 30 days notice, my employer is not ready to releave me before 60 days of notice, I have not signed on a physical copy at the time of joining, how can I get My F&amp;F cleared by law?( Pune, Maharashtra )",Dear ClientYou can send them a legal notice asking them to relieve you as per the employment offer letter and term and conditions or else you will be forced to file a case against them for breach of terms of contract and seek compensation from them.Hope it helps.,"[""DPDP_5"", ""CCS_ME"", ""PROC_GRATUITY_CLAIM"", ""IRC_74""]","[""ICA_74"", ""ICA_73"", ""SRA_20"", ""DPDP_20""]"
"I have been interviewed, selected and confirmed by a Delhi based company through many official Emails + Joining letter. After i migrated to Delhi at my own expense they simply asked me to leave with this reason ""This was a miscommunication for the HR Department"".
I have no money and no where to go 
Plz help - 6200039255
Please answer with direct links if you suggest me to file complaint.( South Delhi, Delhi )","Hello Sir,File a case and claim for compensation and ask for your expenses too. If they refused to do so file a case in higher authority of Industrial tribunal.","[""MBA_10"", ""FA_79"", ""SPE_4"", ""MTW_24""]","[""IRC_44"", ""IRC_46"", ""IRC_47"", ""IRC_48""]"
"Getting mental harassed by new Reporting manager, i asked him to get release of the project, but he told maximum i need to stay for a month, but already two months passed. No reply or action taken by him( Bangalore, Karnataka )","Dear Client,You can file a complaint against him regarding the mental harassment in your organization according to its rules and regulations regarding that or A complaint letter regarding mental harassment at workplace in Human Resources department may usually help.Hope, it is helpful","[""MHA_24"", ""IDRA_29C"", ""ISM_32"", ""SCST_A_17""]","[""MHA_124"", ""sexual_harassment"", ""CPA_35"", ""BTC_301""]"
"Hi,

I have not taken proper reliving from my previous company my exit was Oct 2016.

I know my PF no only , they have never generated UAN back then 


How to claim this amount( Mumbai, Maharashtra )",Dear client sorry to hear that.  In this case you can file a writ Petition before the HC and SC under Article 226 and 32 of the Constitution of India.,"[""EPF_6"", ""EPF_AT_2"", ""CCS_ME_3"", ""CCS_ME_5""]","[""ESI_4"", ""GST_173"", ""COMM_C_3"", ""ESI_8""]"
"I was working  in two companies previously. A company was permanent and B company was contract. Due to covid situation my entire family was facing some financial issues, that's y I decided join B company. Now both A& B company in between two months employment overlapp happened. Now 2 companies are revoked my offer due to this issue. Can anybody tell me what kind of legal actions should take to resolve this issue. Due to unawareness of these epfo and service overlap I did. Please help me to resolve this issue. I was requested to B company to change joining date but they are not responding. Please tell me possible ways to rectify my joining date.( Chittoor, Andhra Pradesh )","Dear Client,The Factories Act, 1948 and the Industrial Employment (Standing Order) Rules, 1946, prohibit adult workers from engaging in dual employment. Further, rules related to dual employment have been captured under State-specific labour laws.It is not illegal however both companies should not have the clause âcannot take up work full time in some other companyâ Then the issue will arise when TDS is being filed by both employers will come to know and consequently you may lose both jobs. So, before joining another Company you are required to tender your resignation from the earlier company that eventually caused the overlapping of service. Further, Background verification(BGV) check is a process many organizations carry out in order to verify the information provided by the candidate during hiring. Verification of EPFO records through UAN is critical for conducting employee background checks because it allows employers to confirm that their employees are not using false or stolen identities to gain employment. In case of a negative background verification check an employer can even reject the employment of the candidate.   In the given situation, to resolve the issue of overlapping in the P F records of both employers, you need to approach the office of Regional P F Commissioner who is the competent authority to resolve any anomaly arising out of date of appointment and date of discharge in EPF records. A joint declaration form is used to correct Provident Fund (PF) member details. It is a combined form that the employee and employer jointly sign and submit to the regional PF commissioner to update the wrong information entered in the employeesâ PF accounts. An individual can file a complaint using the EPF i-Grievance Management System (www. https://epfigms.gov.in/).","[""EPF_6"", ""EPF_AT_2"", ""CCS_ME_3"", ""CCS_ME_5""]","[""dual_employment"", ""PROC_PF_COMPLAINT"", ""Factories Act 1948"", ""IDA_STANDING_ORDERS""]"
"I have experience certificate from
 02-08-2015 to 05-01-2016 by a company, and second experience certificate from 01-01-2016 to 09-06-2016. Can I use both experience certificate in New company to get job . There is any difficulty regarding my experience certificate ...??( Bundi, Rajasthan )",If you have received No Due Certificate from both the office then you can file both certificates.,"[""BTC_81"", ""JKRA_21"", ""FIN_A_153A"", ""MTW_30""]","[""EC_RULES_74"", ""EC_RULES_66"", ""EC_RULES_67"", ""BTC_209""]"
"Hi sir, our college is imposing 25000 rs fine on students under charges of misbehaviour and they have no proof against any of the students. What can we do in this situation?( Amrawati, Maharashtra )","Dear Client,In the given scenario, submit a mass protest against the arbitrary and unethical action of the college to the Principal and if such protest yields no fruitful outcome, then you can escalate your grievance before the regulatory authority UGC. To streamline the stakeholders' grievance redressal mechanisms, UGC has merged its existing portals/ helplines except Anti Ragging Helpline and developed a new portal ""UGC e-samadhan: A step forward: Service to Stake Holders"" which is a single Window system for all the stakeholders for registering their complaints/ grievances on the portal which is available 24x7 with a click of the mouse. A toll-free No. 1800-111-656 will also be available on the UGC website 24x7 for lodging complaints by the stakeholders on any issue faced by them in their educational institute affiliated with State or Central Universities recognized by the UGC.","[""BTC_298"", ""KSEA_23"", ""BTC_272"", ""MEPS_32""]","[""UGC"", ""DPDP_13"", ""IRC_4"", ""GST_146""]"
"Suddenly from 1st week of September onwards without any prior notice I was told not to come to office and take part in office activities without giving me any proper justification, was told to look for other jobs and all of this was done in a verbal manner without any written documentation and opportunity. It has been 2 months..neither my team or HR is doing anythng regarding this..What should i do??( Kolkata, West Bengal )","Dear ClientYou should consult HR of the company once again.  Also, you can send them a legal notice under employment contract through legal procedures.","[""DPDP_5"", ""LIM_111"", ""FIN_A_141"", ""FIN_A_134""]","[""LIM_6"", ""DPDP_5"", ""MHA_95"", ""MHA_27""]"
"My name is Nitin Pachange, And my Bpo company giving me false  verbal Promises for my engineering field work & promotion plus Hike after updating Higher education.


When escalated for this Promises,  instead of solving my issue.

They suspended me on false cases, and for 3 month paid 50% salary & after 4 month 75% salary &  after 6 month of suspension , I am getting paid 20% instead of 100% salary.

I can't survive with 20% of salary with my family.

Kindly solve my problem  & Update.

Thanks regards,
Nitin Pachange.( Pune, Maharashtra )","Hi,We need to examine the Terms and Condition of Employment before answering these questions.","[""PGA_7"", ""EPF_7D"", ""ESI_55"", ""IRC_44""]","[""MTW_21"", ""DSEA_12"", ""IEA_141"", ""MHA_75""]"
"Dear Sir
I was working with the Limited company from 17th May, 2013 to 4th Jan,2018. We had 5 days working in a week(Monday-Friday). Please let me know whether i am eligible for gratuity?","No.To become eligible you should have rendered continuous service of not less than five years.Under the Payment of Gratuity Act , 1972 & The Payment of Gratuity (Central) Rules, 1972.","[""PGA_4"", ""PGA_7"", ""CCS_ME_3"", ""MEPS_17""]","[""Payment of Gratuity Act 1972"", ""gratuity"", ""PGA_4"", ""IRC_66""]"
"A company online send me task to complete in 6 days which I can't then their lawyer called me to pay fine within half n hour which I can't so she scold me using slang language she is filing case...( Dhenkanal, Orissa )","A.Dear Sir,The fake job offer fraud.They promise a job - but first you must pay. Please do not send money via Western Union.This page: The fake job fraud,  see also Internet fraud update , The money laundering fraud, Fraudsters haunting dating/matchmaking websites , The fake loan offer fraud andthe bank accounts they use.A painful duty - Exposing the British (and Irish) connection.  What happened to my money? All 419 fraud victims should read this.NB: Many victims seem to have been contacted by the scammers as a result of them putting up a CV at sites like Monster.com, Totaljobs.com and Careerbuilder.com. BUT - Monster.com have pointed out that the scammers often use the Monster name to add credibility to their fraudulent offers. The use of a Monster address in a fraud mail may simply indicate an attempt at deception. The criminals often use the titles of genuine companies in their scam mailings. Some will appear below, but of course these companies have no relationship with the scammers, they are just another category of victim.The criminals will also place fake job advertisements in local newspapers. If you become aware of these, please complain to the newspapers. You can let them know that they will probably not get paid for the space.Online Fake JobsMany websites offer online jobs but most of them are fake. Then they issue legal notices through their fake advocates. The online employers threaten the young unemployed and extract money. The victims need not worry about it. They may either ignore such legal notices, WhatsApp messages or approach the nearest police station and lodge complaints. The unemployed youth must be very careful while accepting such online jobs. They cannot do anything but the unemployed youth pay the online employers small amounts as penalties, fines for violations or non complying the rules and regulations of such employers.","[""CCS_ME"", ""IEA_96"", ""SRA_9"", ""MHA_7""]","[""BTC_133"", ""MHA_7"", ""ICA_17"", ""BTC_35""]"
"I have a 59 day notice period. I am only willing to serve 30 days. There is NO payment in lieu of notice clause in my appointment letter. Company is refusing to relieve me in 30 days. I said I will pay remaining amount, but since it is not in clause, they are refusing. They are saying it is mandatory for me to serve full 59 days. Is that true? I have already given 30 day notice and I am willing to pay for remaining, but they are refusing.( Bangalore, Karnataka )","Dear Sir,Resignation/ notice period depends from company to company. As per standing order/ service rule it is generally between 30-90 days and it has to be from both sides. There is no hard a fast rule under any law.A 30 to 90-day notice period applies in order to terminate 'workmen' (as defined in the Industrial Disputes Act, 1947)There are two types of notice period: statutory and contractual. Statutory notice is the minimum legal notice that can be given. Employers should give the employee:Is notice period (3 months) legal in India?It can be easily understood that the ambit and scope of section 23 of the Indian contract act 1872, is vast and therefore the applicability of its provisions is subject to scrutiny by the court of the consideration and object of an agreement and the agreement itself.Therefore, in order to bring a case within the purview of section 23, it is necessary to show that the object of the agreement or consideration of the agreement or the agreement itself is unlawful.I'll keep it short and simple:Either party - employer or employee can terminate the contract by giving sufficient notice or compensating accordingly. In such a case, employer is bound to release the employee without any fuss, assuming that either of the above two conditions are met.So, if your organization doesn't allow you to buyout the notice period, please feel free to knock on the doors of the Indian judiciary.The following key issues should be highlighted:â¢	A 30 to 90-day notice period applies in order to terminate âworkmenâ (as defined in the Industrial Disputes Act, 1947) â that is, employees whose role is not primarily supervisory, administrative or managerial) for convenience, with 15 daysâ pay due for every year worked. In the case of manufacturing units, plantations and mines with 100 or more workmen, termination for convenience requires prior government approval; in other sectors, it requires only government notification.â¢	Termination for cause does not include non-performance â it includes only behaviour which qualifies as misconduct.â¢	The âlast in, first outâ principle requires that the employer first terminate for convenience the last people to join the organisation in the same role. However, this requirement can be contracted out of. When hiring for the same role, workmen who were terminated for convenience should be given the opportunity to re-join the company.â¢	State laws generally provide for about 15 days of earned/regular leave a year. Employees also benefit from up to 10 days of sick leave and a possible 10 additional days of âcasual leaveâ. This is generally more than what most organisations would ideally like to provide.â¢	Most state laws provide for âcasual leaveâ â the employee can opt not to come to work that day without applying for leave in advance. Many organisations find this disruptive.â¢	Most state laws restrict women from working at night; if women are to work at night, specific approval must be obtained. This exemption is granted only to limited business sectors (eg, IT sector). Further, the employer must offer door-to-door transport and meet some security-related requirements.â¢	Most state laws prescribe overtime for any hours worked beyond 48 hours in a week. However, this is seldom observed.â¢	Indian law regulates and in some cases prohibits the use of contract workers. To engage contract workers, the contractor must hold a licence and the employer must be registered as a âprincipal employerâ.â¢	Non-compete agreements are not enforceable under Indian law, while non-solicitation clauses can be enforced only in limited ways.â¢	While the âwork for hireâ principle applies under the Indian copyright regime, it does not apply under the Indian patent regime; employees must thus provide formal assignments.â¢	Indian laws require employers to maintain a plethora of registers and notices. Compliance with such requirements is difficult and full compliance is rare.What do you consider unique to those doing business in your country?Some of the points mentioned above are unique to India. In addition, while Indian employment law is mainly federal in nature, most states have a Shops and Establishments Act. These statutes are similar, but not identical. Further, some states have been permitted to make amendments to central laws, with which are thus applicable in a different manner in such states.Is there any general advice you would give in the employment area?India is heavily regulated in the employment arena. Legal assistance should be obtained with regard to employment contracts and employment terms of service. Practical advice should be sought on best practices and common practices, so that policies are HR friendly and legally compliant. Advice should also be obtained on areas where compliance is difficult, so that employers can adopt positions that balance convenience against risk.Emerging issues/hot topics/proposals for reform Are there any noteworthy proposals for reform in your jurisdiction?As part of the objective to make it easier to do business in India, the government has proposed that the federal labour laws be revised and possibly amalgamated into two or three labour codes. If this is accomplished, the filing requirements will be streamlined. Amendments have also been proposed to some federal laws relating to factories and the use of apprentices. There has been no progress taking these initiatives forward and it appears unlikely that the government will do so.Key amendments to law in recent months include a substantial change to the Maternity Benefit Act 1961 through the Maternity Benefit (Amendment) Act 2016. Key features of this amendment include:â¢	an increase in paid time off for eligible female employees from 12 weeks to 26 weeks in case a female employee has fewer than two children. If she has two or more children, she is entitled to 12 weeksâ leave;â¢	the introduction of the concepts of a 'commissioning mother' and an 'adopting mother', which widens the scope of the law. Such mothers are entitled to 12 weeksâ leave;â¢	the option to work from home once the paid maternity leave period has ended, based on an agreement with the employer; andâ¢	requiring an establishment with 50 or more employees to set up a crÃ¨che facility.Overall, the amendments are progressive in nature. From an employerâs perspective, there will be greater financial implications due to the increased maternity leave payment and also the benefits to be paid to the new categories of eligible female employees.In December 2016 the Employeeâs State Insurance Act 1948 was amended, increasing the salary or wages threshold for coverage of an employee to Rs21,000 (approximately $309) per month from the previous wage cap of Rs15,000 (approximately $221) per month. The act applies to commercial establishments and provides for social security insurance for employees in case of sickness. The amendment has led to higher employee coverage under the law.What are the emerging trends in employment law in your jurisdiction?After decades of the government and courts adopting a somewhat socialist mind set, there has been a shift to a more pragmatic, business-friendly approach. The old approach, which focused on unskilled and daily wage workers, has given way to a focus on Indiaâs growing service industry. There is heightened interest in rewriting the employment laws to make them more business friendly. Indiaâs newest employment law on the prevention of sexual harassment is also leading to an increased number of sexual harassment complaints and additional processes to be followed.Another important aspect is the move towards e-governance in the labour law sector. A new web portal launched by the government provides users with a unique labour identification number, facilitating online registration, the filing of self-certified, simplified and single online returns for specific federal laws, and a transparent labour inspection scheme on risk-based criteria. Some concessions have also been provided for start ups in terms of employment law compliances.The employment relationshipCountry specific laws What laws and regulations govern the employment relationship?Some states require that the employer prepare an appointment order for new hires, although this is seldom observed. There are no direct laws dealing with probation on a general basis in India, which is, however, a common practice. The (federal) Industrial Employment (Standing Orders) Act1946 (which is applicable to workmen), provides for a probationary period of up to three months. Certain states have built in the probation concept indirectly into their local laws, which ranges from three to six months. Ideally, a probation period should not exceed 240 days, as several statutory social welfare laws apply to employees who have worked for such period. The Industrial Disputes Act 1947 (applicable to workmen), prescribes that if certain terms of service change, notice must be given to the employee. It also prescribes requirements for termination for convenience, including notice and compensation.Who do these cover, including categories of worker?There are essentially two types of employer and two types of employee. Employers are either:â¢	âestablishmentsâ â a term which encompasses all employers; orâ¢	âfactoriesâ â a term which typically encompasses manufacturing units. Mines are sometimes covered along with factories.Employees are either:â¢	âemployeesâ â a term which covers all employees in any kind of role; orâ¢	âworkmenâ (as defined in the Industrial Disputes Act, 1947) â that is, employees whose primary role is not supervisory, managerial or administrative.In addition, certain state laws may exclude senior management employees from their scope of application.Misclassification Are there specific rules regarding employee/contractor classification?Indian law regulates and in some cases prohibits the use of contract workers. To engage contract workers, the contractor must hold a licence and the employer must be registered as a âprincipal employerâ.Contracts Must an employment contract be in writing?Except in states which require an appointment order, Indian law does not explicitly require that an employment contract be in writing, although this is the typical practice followed by most employers.Are any terms implied into employment contracts?Certain legal terms are implied in the employment contract. A duty of care, a right to privacy and a duty to maintain confidentiality are implied in the employment contract.Are mandatory arbitration/dispute resolution agreements enforceable?Yes.How can employers make changes to existing employment agreements?Under Indian contract law, a contract requires the consent of both parties. Thus, the employer cannot unilaterally make changes to the employment agreement. Typically, compensation terms are set out in an annex to the agreement, which should provide that these will be subject to change from time to time. Standard terms of employment â such as working hours, vacation, benefits, security procedures and disciplinary procedures â are normally set out in the employment terms of service, rather than in the employment contract. The employment contract should state that these terms of service apply to the employee and will be subject to change from time to time.An employer cannot change specified service conditions (eg, compensation, grade classification and customary concessions) for âworkmenâ (as defined in the Industrial Disputes Act, 1947) without providing 21 daysâ prior statutory notice and notice to the labour authorities. This should be considered when implementing changes to an employment agreement.Foreign workers Is a distinction drawn between local and foreign workers?A significant difference between local and foreign employees is evident in the law on provident funds, which is a type of pension. The threshold to qualify, the manner of deduction and the benefits are different for foreign employee, and differ further depending on whether the country of origin has a social service agreement with India. There are no other substantive distinctions between local and foreign employees.RecruitmentAdvertising What are the requirements relating to advertising positions?Under the Employment Exchange (Compulsory Notification of Vacancies) Act, 1959, if the state so requires, a private sector establishment with 25 or more employees must notify vacancies to specific employment exchanges. However, this is seldom observed.Background checksWhat can employers do with regard to background checks and inquiries in relation to the following:(a) Criminal records?While it is possible to conduct criminal background checks, this is extremely difficult in practice because criminal records are not digitised and are not consolidated nationwide. Accordingly, where a criminal background check must be carried out, this is typically done at the police station with jurisdiction over the employeeâs current place of residence or anywhere that he or she has lived for a reasonable period.(b) Medical history?Employeesâ medical histories cannot be accessed easily, since these are not digitised and there is no repository of medical records. Employee consent is required to disclose medical records to the employer. However, some employers require employees to undergo medical checks and have the diagnostic centre send the report directly to the employer. Subject to certain specific restrictions (eg, pre-employment testing for HIV is not permitted), there is no prohibition against this practice under Indian law.(c) Drug screening?Indian law does not prohibit drug screening.(d) Credit checks?An individual is entitled to obtain information on his or her credit rating. The employer can also access this information, with the employeeâs permission and on providing necessary proof of identity. Access to credit rating information is more common in banks and financial institutions.(e) Immigration status?Indian law does not specifically require an employer to check the immigration status of a foreigner. Indian law does not prevent the employer from checking whether a foreign employee holds the necessary visa to work in India. If a foreign individual on an employment visa wishes to change employment to another company, he or she must leave India and apply afresh for a visa. The only exception is where the foreigner is changing jobs between a registered holding company and its subsidiaries or vice versa, or between subsidiaries of a registered holding company. In such case the foreigner may not need to leave India, provided that he or she fulfils specific criteria, including obtaining prior government approval for the change in employment.(f) Social media?There is no bar against conducting background checks through social media.(g) Other?The most common background checks undertaken are of educational qualifications. The employee must consent to this and the employer (or an outsourced provider) will then write to the relevant institution requesting confirmation. The institution may charge a fee for providing this information. Most institutions have a procedure in place in this regard.Wages and working timePay Is there a national minimum wage and, if so, what is it?There is no national minimum wage. However, the central and state governments can issue notifications on minimum wages in specific industries. The federal government has set the recommended minimum wage to Rs176 per day and advised state governments to implement the same.Are there restrictions on working hours?By and large, working up to nine hours a day is permitted, with a weekly limit of 48 to 50 hours. There are laws that restrict women from working at night (between 8:00pm and 6:00am). Some states also have a maximum number of hours of overtime that can be worked.Hours and overtime What are the requirements for meal and rest breaks?Most state laws provide for a break of 30 to 60 minutes after four to five hours of work. In practice, it is typical to provide a one-hour lunch break in an eight-hour day.How should overtime be calculated?Overtime is usually calculated at twice the rate of normal wages. State law defines what the term âwagesâ covers; this typically includes basic wages plus normal allowances, but excludes any bonus component.What exemptions are there from overtime?There are no exemptions from paying overtime. However, the overtime provisions are seldom observed â generally, companies do not pay overtime when employees stay late to complete their work. It is recommended that employers pay overtime at least when employees are required by the nature of the assignment to work overtime â for example, call centre employees.Is there a minimum paid holiday entitlement?Yes. This varies from state to state, but is generally about 15 days. Most states prescribe up to 10 days of sick leave and some states prescribe another entitlement of up to 10 days of casual leave. In addition, most states prescribe about 10 days of public holidays; four to five of these are mandatory national and state holidays, while the remainder are chosen by the employer from a larger list provided by the state.What are the rules applicable to final pay and deductions from wages?Final pay must be made within two days of the date of termination where the employeeâs services are terminated by the employer. In case of the employeeâs resignation, the final pay-out can be made as part of the companyâs normal payment cycle.Deductions are permitted from an employeeâs wages, but only for specified reasons (eg, on account of fines, deductions for damage to or loss of goods expressly entrusted to the employee and recovery of loans or advances). Deductions are generally permitted only up to 50% of the employeeâs wages.","[""IEA_114B"", ""MEPS_26"", ""MEPS_40"", ""MWA_14""]","[""KSEA_5C"", ""DSEA_147"", ""KSEA_1"", ""PGA_7""]"
"I have signed the service level agreement of 3.5 years in a IT company but i want to break this agreement is there any way to do so without paying any panalties or by paying minimum amount of panalty.( Madurai, Tamil Nadu )",Hello Sir/Ma'amIf you want to exit the agreement then you could do so by giving the penalty amount as decided in the contract. You both are binded by the terms and conditions of the agreement. Although you could contact the company and try negotiating the amount decided upon.ThanksPlease rate if you find this advice helpful.,"[""LIM_78"", ""M_C_MEHTA_CHILD_LABOUR_1996"", ""FIN_A_65"", ""HAMA_23""]","[""MHA_75"", ""EC_RULES_72"", ""BTC_4"", ""FIN_A_1993""]"
"I&apos;m working in a state co-op bank. I got promotion as manager as manager scale 1 on Sept 26 2017, I&apos;m in maternity leave from Aug 2017 to feb 2018, 
I didn&apos;t get manager scale salary from date of promotion,&nbsp; got from Feb 2018 when I rejoined. 
And I didn&apos;t get increment in September 2018. 
And my HR dept informed that I didn&apos;t get service as manager scale 1 from Sept&nbsp; 2017, only counted from date of rejoin.
I thought maternity leave should come all benefits. Can I file any legal petition on this issue?
Plz suggest me some required legal rules.( Hyderabad, Telangana )","Dear Client,In your case important factor would be your Contract/Service Rules with regard to promotion and Benefits while in Job/working( not during leave).State Cooperative Law  also be one of the factor to be considered.Shanti Ranjan BeheraAdvocate,","[""PGA_7"", ""EPF_7D"", ""ESI_55"", ""IRC_44""]","[""DSEA_23"", ""ESI_46"", ""SPE_4"", ""DSEA_22""]"
"Hi.I worked in a company from 01-04-2017 to 06-08- 2018. For Financial year 2017-18 Company deducted TDS on my salary but didn't deposit it to the government, hence not issuing 'Form 16'. My 'Form 26 AS' also has no TDS credit for FY 17-18.I have pay slips as a proof that company had deducted TDS .At present I am not working in the company . so I want to know what is the legal remedy I have to recover from them so that I can file the IT return and I don't get demand notice from income tax department.( Hyderabad, Telangana )",You have to contact a Professional Income Tax Lawyer from the panel to take up the issue of TDS deducted under the IT ACT & obtain the details and also issue a legal notice as required on the company quickly.,"[""IDA_17B"", ""EPF_12"", ""ESI_72"", ""ISM_12""]","[""SPE_5"", ""GST_154"", ""DPDP_5"", ""BTC_146""]"
"Hi Sir/Mam, I am currently working as clerk in government department. I am on probation. I want to know if my superior make bad remarks in my acr due to malafide intentions and extend my probation period. What rights do I have in such circumstances. Can I complain about it to someone?( Kurukshetra, Haryana )","Dear Sir,In service everything may happen. Be loyal to your superior and try to change the unit. You cannot fight against each Superior though you are hard worker and honest. Sail with the system.","[""SCST_A_19"", ""RPSR_2"", ""RPSR_3"", ""RPSR_156B""]","[""EC_RULES_66"", ""EC_RULES_67"", ""BTC_336"", ""BTC_259""]"
"I have resigned my company on 30 October 2022, i was supposed to get my F&amp;F from there, which has not happened as the company is for NOC from my partners(Distributor) to give my F&amp;F and till date there is no any dispute raised by any of my partners(Distributor)( Bangalore, Karnataka )","Dear Client,The Company is not allowed to withhold your Full and Final Settlement amount after the resignation. It is important to serve the required notice period and adhere to other exit procedure in order to be entitled to the entire FNF amount. In this case, to address the default, you can send a legal notice to the company and demand for the recovery of settlement amount. You can also file a complaint before the State Labour Commissioner regarding the unpaid settlement dues. Further, if your concerns are not addressed, you can file a suit against the employer before the Labour Court under Section 33C(2) of the Industrial Dispute Act, 1947 (ID Act) and seek for the recovery of the amount. If you are not covered under the definition of workmen in Section 2(s) of the I D Act, then you can file a civil suit. You can file a case before the jurisdictional civil court under Order 37 of the Civil Procedure Code, 1908 and seek for the FNF settlement. If required, you can consult an advocate for advice and compliance.Hope it helps.Thank you.","[""MEPS_26"", ""MEPS_40"", ""PGA_7"", ""EPF_7D""]","[""PROC_WRONGFUL_TERMINATION"", ""BOCW_10"", ""labour_court"", ""full_final_settlement""]"
"Dear Sir / Madam,
I resigned from a Pvt Ltd company on amicable terms after over 3.5 years' service, all F&amp;F settlement was made after 2 months, however, leave encashment was not made.  

31 days Leave EL was balance which was not paid citing change in Employee benefit policy to pay leave encashment during covid period.  It is an American MNC Subsidiary, but local Directors are pathetic. 

Do i have a right or legal stand as per current the India Labour laws to ask for encashment of leaves from the employer.  Can i file a case in USA for malpractices by their local India subsidiary on HR and claim compensation.( Ahmedabad, Gujarat )","Dear client,If you are not a Manager/Supervisor but a workman as defined by Section 2(s) of the Industrial Dispute Act, it is suggested that you contact the office of the Labour Commissioner concerned to file a complaint against the employer for redress of your grievance, failing which you may file an application under Section 33C(2). Otherwise, you must initiate a civil complaint in Civil Court to obtain appropriate redress in the situation.","[""MBA_10"", ""FA_79"", ""SPE_4"", ""MTW_24""]","[""EC_RULES_66"", ""EC_RULES_67"", ""BONUS_RULES_3"", ""DSEA_43""]"
"Dear Lawyer ,
I had sent one calling HR trackers to my email id rather than sending to my manager and this is totally without my knowledge and the client where I was working they are fine now because I have shared the affidavit declaration as I don't hv the data the security team has already deleted immediately and now the payroll company is not giving me the F&F and Releiving letter even after the client senior AD confirmation . It's been 75 days now they are not responding properly please suggest me( Bangalore, Karnataka )","Dear Client,It is advisable to contact the company, and get in touch with the HR or any other authority in this regard. Since confirmation has been granted, there seems to be no valid reason for the same.","[""CCS_ME"", ""LWF_4A"", ""RPSR_10041"", ""LWF_2A""]","[""BTC_200"", ""COMP_MA_8"", ""COMP_MA_7"", ""KSEA_5A""]"
"My reporting manager not signed on Exit form he don't want to do my f&f settlement.how can i get my f&f in immediate basis.( Dehradun, Uttarakhand )",Dear ClientTo get your full and final settlement to your account you will have to send a legal notice to your employer through an advocate. In case you wish us to do so then please get in touch with our team by calling at 7604047602 or by sending a mail at[emailÂ protected],"[""SOC_REG_5"", ""SRA_36"", ""SRA_30"", ""ESI_41""]","[""full_final_settlement"", ""EC_RULES_66"", ""EC_RULES_67"", ""DPDP_5""]"
