source,target,attributes
Q_776,corruption,{'type': 'RELATES_TO'}
Q_776,IPC_383,{'type': 'MATCHES'}
Q_776,IPC_384,{'type': 'MATCHES'}
Q_776,CRPC_173,{'type': 'MATCHES'}
Q_776,CRPC_205,{'type': 'MATCHES'}
Q_776,CRPC_210,{'type': 'MATCHES'}
Q_776,CRPC_216,{'type': 'MATCHES'}
Q_776,CRPC_227,{'type': 'MATCHES'}
Q_776,CRPC_239,{'type': 'MATCHES'}
Q_776,CRPC_317,{'type': 'MATCHES'}
Q_776,IPC_409,{'type': 'MATCHES'}
Q_776,PCA_7,{'type': 'MATCHES'}
Q_776,PCA_13,{'type': 'MATCHES'}
Q_777,charge_sheet,{'type': 'RELATES_TO'}
Q_777,fir,{'type': 'RELATES_TO'}
Q_777,CRPC_173,{'type': 'MATCHES'}
Q_777,CRPC_205,{'type': 'MATCHES'}
Q_777,CRPC_210,{'type': 'MATCHES'}
Q_777,CRPC_216,{'type': 'MATCHES'}
Q_777,CRPC_227,{'type': 'MATCHES'}
Q_777,CRPC_239,{'type': 'MATCHES'}
Q_777,CRPC_317,{'type': 'MATCHES'}
Q_777,CRPC_154,{'type': 'MATCHES'}
Q_777,CRPC_156,{'type': 'MATCHES'}
Q_777,CRPC_200,{'type': 'MATCHES'}
Q_777,CRPC_302,{'type': 'MATCHES'}
Q_777,CRPC_482,{'type': 'MATCHES'}
Q_777,CPC_24,{'type': 'MATCHES'}
Q_779,bail,{'type': 'RELATES_TO'}
Q_779,CRPC_167,{'type': 'MATCHES'}
Q_779,CRPC_397,{'type': 'MATCHES'}
Q_779,CRPC_439,{'type': 'MATCHES'}
Q_779,CRPC_482,{'type': 'MATCHES'}
Q_780,fir,{'type': 'RELATES_TO'}
Q_780,sexual_harassment,{'type': 'RELATES_TO'}
Q_780,assault,{'type': 'RELATES_TO'}
Q_780,rape,{'type': 'RELATES_TO'}
Q_780,CRPC_154,{'type': 'MATCHES'}
Q_780,CRPC_156,{'type': 'MATCHES'}
Q_780,CRPC_200,{'type': 'MATCHES'}
Q_780,CRPC_210,{'type': 'MATCHES'}
Q_780,CRPC_302,{'type': 'MATCHES'}
Q_780,CRPC_482,{'type': 'MATCHES'}
Q_780,CPC_24,{'type': 'MATCHES'}
Q_780,IPC_354,{'type': 'MATCHES'}
Q_780,IPC_354A,{'type': 'MATCHES'}
Q_780,IPC_354B,{'type': 'MATCHES'}
Q_780,IPC_509,{'type': 'MATCHES'}
Q_780,IPC_320,{'type': 'MATCHES'}
Q_780,IPC_323,{'type': 'MATCHES'}
Q_780,IPC_324,{'type': 'MATCHES'}
Q_780,IPC_325,{'type': 'MATCHES'}
Q_780,IPC_326,{'type': 'MATCHES'}
Q_780,IPC_337,{'type': 'MATCHES'}
Q_780,IPC_338,{'type': 'MATCHES'}
Q_780,IPC_350,{'type': 'MATCHES'}
Q_780,CRPC_320,{'type': 'MATCHES'}
Q_780,IPC_375,{'type': 'MATCHES'}
Q_780,IPC_376,{'type': 'MATCHES'}
Q_780,IEA_45,{'type': 'MATCHES'}
Q_782,mischief,{'type': 'RELATES_TO'}
Q_782,IPC_425,{'type': 'MATCHES'}
Q_782,IPC_427,{'type': 'MATCHES'}
Q_782,IPC_428,{'type': 'MATCHES'}
Q_782,IPC_429,{'type': 'MATCHES'}
Q_785,fir,{'type': 'RELATES_TO'}
Q_785,CRPC_154,{'type': 'MATCHES'}
Q_785,CRPC_156,{'type': 'MATCHES'}
Q_785,CRPC_200,{'type': 'MATCHES'}
Q_785,CRPC_210,{'type': 'MATCHES'}
Q_785,CRPC_302,{'type': 'MATCHES'}
Q_785,CRPC_482,{'type': 'MATCHES'}
Q_785,CPC_24,{'type': 'MATCHES'}
Q_786,fir,{'type': 'RELATES_TO'}
Q_786,CRPC_154,{'type': 'MATCHES'}
Q_786,CRPC_156,{'type': 'MATCHES'}
Q_786,CRPC_200,{'type': 'MATCHES'}
Q_786,CRPC_210,{'type': 'MATCHES'}
Q_786,CRPC_302,{'type': 'MATCHES'}
Q_786,CRPC_482,{'type': 'MATCHES'}
Q_786,CPC_24,{'type': 'MATCHES'}
Q_787,fir,{'type': 'RELATES_TO'}
Q_787,CRPC_154,{'type': 'MATCHES'}
Q_787,CRPC_156,{'type': 'MATCHES'}
Q_787,CRPC_200,{'type': 'MATCHES'}
Q_787,CRPC_210,{'type': 'MATCHES'}
Q_787,CRPC_302,{'type': 'MATCHES'}
Q_787,CRPC_482,{'type': 'MATCHES'}
Q_787,CPC_24,{'type': 'MATCHES'}
Q_788,fir,{'type': 'RELATES_TO'}
Q_788,defamation,{'type': 'RELATES_TO'}
Q_788,CRPC_154,{'type': 'MATCHES'}
Q_788,CRPC_156,{'type': 'MATCHES'}
Q_788,CRPC_200,{'type': 'MATCHES'}
Q_788,CRPC_210,{'type': 'MATCHES'}
Q_788,CRPC_302,{'type': 'MATCHES'}
Q_788,CRPC_482,{'type': 'MATCHES'}
Q_788,CPC_24,{'type': 'MATCHES'}
Q_788,IPC_499,{'type': 'MATCHES'}
Q_788,IPC_500,{'type': 'MATCHES'}
Q_789,arrest,{'type': 'RELATES_TO'}
Q_789,CRPC_41,{'type': 'MATCHES'}
Q_789,CRPC_73,{'type': 'MATCHES'}
Q_789,CRPC_160,{'type': 'MATCHES'}
Q_789,CRPC_167,{'type': 'MATCHES'}
Q_789,IEA_27,{'type': 'MATCHES'}
Q_791,cheating,{'type': 'RELATES_TO'}
Q_791,IPC_415,{'type': 'MATCHES'}
Q_791,IPC_417,{'type': 'MATCHES'}
Q_791,IPC_419,{'type': 'MATCHES'}
Q_791,IPC_420,{'type': 'MATCHES'}
Q_791,CRPC_320,{'type': 'MATCHES'}
Q_791,ICA_73,{'type': 'MATCHES'}
Q_791,ICA_74,{'type': 'MATCHES'}
Q_791,ICA_75,{'type': 'MATCHES'}
Q_792,fir,{'type': 'RELATES_TO'}
Q_792,CRPC_154,{'type': 'MATCHES'}
Q_792,CRPC_156,{'type': 'MATCHES'}
Q_792,CRPC_200,{'type': 'MATCHES'}
Q_792,CRPC_210,{'type': 'MATCHES'}
Q_792,CRPC_302,{'type': 'MATCHES'}
Q_792,CRPC_482,{'type': 'MATCHES'}
Q_792,CPC_24,{'type': 'MATCHES'}
Q_793,bail,{'type': 'RELATES_TO'}
Q_793,CRPC_167,{'type': 'MATCHES'}
Q_793,CRPC_397,{'type': 'MATCHES'}
Q_793,CRPC_439,{'type': 'MATCHES'}
Q_793,CRPC_482,{'type': 'MATCHES'}
Q_795,charge_sheet,{'type': 'RELATES_TO'}
Q_795,fir,{'type': 'RELATES_TO'}
Q_795,CRPC_173,{'type': 'MATCHES'}
Q_795,CRPC_205,{'type': 'MATCHES'}
Q_795,CRPC_210,{'type': 'MATCHES'}
Q_795,CRPC_216,{'type': 'MATCHES'}
Q_795,CRPC_227,{'type': 'MATCHES'}
Q_795,CRPC_239,{'type': 'MATCHES'}
Q_795,CRPC_317,{'type': 'MATCHES'}
Q_795,CRPC_154,{'type': 'MATCHES'}
Q_795,CRPC_156,{'type': 'MATCHES'}
Q_795,CRPC_200,{'type': 'MATCHES'}
Q_795,CRPC_302,{'type': 'MATCHES'}
Q_795,CRPC_482,{'type': 'MATCHES'}
Q_795,CPC_24,{'type': 'MATCHES'}
Q_796,bail,{'type': 'RELATES_TO'}
Q_796,arrest,{'type': 'RELATES_TO'}
Q_796,CRPC_167,{'type': 'MATCHES'}
Q_796,CRPC_397,{'type': 'MATCHES'}
Q_796,CRPC_439,{'type': 'MATCHES'}
Q_796,CRPC_482,{'type': 'MATCHES'}
Q_796,CRPC_41,{'type': 'MATCHES'}
Q_796,CRPC_73,{'type': 'MATCHES'}
Q_796,CRPC_160,{'type': 'MATCHES'}
Q_796,IEA_27,{'type': 'MATCHES'}
Q_797,fir,{'type': 'RELATES_TO'}
Q_797,forgery,{'type': 'RELATES_TO'}
Q_797,criminal_conspiracy,{'type': 'RELATES_TO'}
Q_797,CRPC_154,{'type': 'MATCHES'}
Q_797,CRPC_156,{'type': 'MATCHES'}
Q_797,CRPC_200,{'type': 'MATCHES'}
Q_797,CRPC_210,{'type': 'MATCHES'}
Q_797,CRPC_302,{'type': 'MATCHES'}
Q_797,CRPC_482,{'type': 'MATCHES'}
Q_797,CPC_24,{'type': 'MATCHES'}
Q_797,IPC_465,{'type': 'MATCHES'}
Q_797,IPC_467,{'type': 'MATCHES'}
Q_797,IPC_468,{'type': 'MATCHES'}
Q_797,IPC_471,{'type': 'MATCHES'}
Q_797,IEA_45,{'type': 'MATCHES'}
Q_797,RA_82,{'type': 'MATCHES'}
Q_797,RA_83,{'type': 'MATCHES'}
Q_797,IPC_120A,{'type': 'MATCHES'}
Q_797,IPC_120B,{'type': 'MATCHES'}
Q_798,fir,{'type': 'RELATES_TO'}
Q_798,CRPC_154,{'type': 'MATCHES'}
Q_798,CRPC_156,{'type': 'MATCHES'}
Q_798,CRPC_200,{'type': 'MATCHES'}
Q_798,CRPC_210,{'type': 'MATCHES'}
Q_798,CRPC_302,{'type': 'MATCHES'}
Q_798,CRPC_482,{'type': 'MATCHES'}
Q_798,CPC_24,{'type': 'MATCHES'}
Q_800,bail,{'type': 'RELATES_TO'}
Q_800,defamation,{'type': 'RELATES_TO'}
Q_800,CRPC_167,{'type': 'MATCHES'}
Q_800,CRPC_397,{'type': 'MATCHES'}
Q_800,CRPC_439,{'type': 'MATCHES'}
Q_800,CRPC_482,{'type': 'MATCHES'}
Q_800,IPC_499,{'type': 'MATCHES'}
Q_800,IPC_500,{'type': 'MATCHES'}
Q_802,fir,{'type': 'RELATES_TO'}
Q_802,cheating,{'type': 'RELATES_TO'}
Q_802,CRPC_154,{'type': 'MATCHES'}
Q_802,CRPC_156,{'type': 'MATCHES'}
Q_802,CRPC_200,{'type': 'MATCHES'}
Q_802,CRPC_210,{'type': 'MATCHES'}
Q_802,CRPC_302,{'type': 'MATCHES'}
Q_802,CRPC_482,{'type': 'MATCHES'}
Q_802,CPC_24,{'type': 'MATCHES'}
Q_802,IPC_415,{'type': 'MATCHES'}
Q_802,IPC_417,{'type': 'MATCHES'}
Q_802,IPC_419,{'type': 'MATCHES'}
Q_802,IPC_420,{'type': 'MATCHES'}
Q_802,CRPC_320,{'type': 'MATCHES'}
Q_802,ICA_73,{'type': 'MATCHES'}
Q_802,ICA_74,{'type': 'MATCHES'}
Q_802,ICA_75,{'type': 'MATCHES'}
Q_803,fir,{'type': 'RELATES_TO'}
Q_803,domestic_violence,{'type': 'RELATES_TO'}
Q_803,CRPC_154,{'type': 'MATCHES'}
Q_803,CRPC_156,{'type': 'MATCHES'}
Q_803,CRPC_200,{'type': 'MATCHES'}
Q_803,CRPC_210,{'type': 'MATCHES'}
Q_803,CRPC_302,{'type': 'MATCHES'}
Q_803,CRPC_482,{'type': 'MATCHES'}
Q_803,CPC_24,{'type': 'MATCHES'}
Q_805,fir,{'type': 'RELATES_TO'}
Q_805,rape,{'type': 'RELATES_TO'}
Q_805,CRPC_154,{'type': 'MATCHES'}
Q_805,CRPC_156,{'type': 'MATCHES'}
Q_805,CRPC_200,{'type': 'MATCHES'}
Q_805,CRPC_210,{'type': 'MATCHES'}
Q_805,CRPC_302,{'type': 'MATCHES'}
Q_805,CRPC_482,{'type': 'MATCHES'}
Q_805,CPC_24,{'type': 'MATCHES'}
Q_805,IPC_375,{'type': 'MATCHES'}
Q_805,IPC_376,{'type': 'MATCHES'}
Q_805,IEA_45,{'type': 'MATCHES'}
Q_807,forgery,{'type': 'RELATES_TO'}
Q_807,IPC_465,{'type': 'MATCHES'}
Q_807,IPC_467,{'type': 'MATCHES'}
Q_807,IPC_468,{'type': 'MATCHES'}
Q_807,IPC_471,{'type': 'MATCHES'}
Q_807,IEA_45,{'type': 'MATCHES'}
Q_807,RA_82,{'type': 'MATCHES'}
Q_807,RA_83,{'type': 'MATCHES'}
Q_808,cheating,{'type': 'RELATES_TO'}
Q_808,IPC_415,{'type': 'MATCHES'}
Q_808,IPC_417,{'type': 'MATCHES'}
Q_808,IPC_419,{'type': 'MATCHES'}
Q_808,IPC_420,{'type': 'MATCHES'}
Q_808,CRPC_320,{'type': 'MATCHES'}
Q_808,ICA_73,{'type': 'MATCHES'}
Q_808,ICA_74,{'type': 'MATCHES'}
Q_808,ICA_75,{'type': 'MATCHES'}
Q_811,cheating,{'type': 'RELATES_TO'}
Q_811,IPC_415,{'type': 'MATCHES'}
Q_811,IPC_417,{'type': 'MATCHES'}
Q_811,IPC_419,{'type': 'MATCHES'}
Q_811,IPC_420,{'type': 'MATCHES'}
Q_811,CRPC_320,{'type': 'MATCHES'}
Q_811,ICA_73,{'type': 'MATCHES'}
Q_811,ICA_74,{'type': 'MATCHES'}
Q_811,ICA_75,{'type': 'MATCHES'}
Q_814,fir,{'type': 'RELATES_TO'}
Q_814,cheating,{'type': 'RELATES_TO'}
Q_814,criminal_breach_of_trust,{'type': 'RELATES_TO'}
Q_814,CRPC_154,{'type': 'MATCHES'}
Q_814,CRPC_156,{'type': 'MATCHES'}
Q_814,CRPC_200,{'type': 'MATCHES'}
Q_814,CRPC_210,{'type': 'MATCHES'}
Q_814,CRPC_302,{'type': 'MATCHES'}
Q_814,CRPC_482,{'type': 'MATCHES'}
Q_814,CPC_24,{'type': 'MATCHES'}
Q_814,IPC_415,{'type': 'MATCHES'}
Q_814,IPC_417,{'type': 'MATCHES'}
Q_814,IPC_419,{'type': 'MATCHES'}
Q_814,IPC_420,{'type': 'MATCHES'}
Q_814,CRPC_320,{'type': 'MATCHES'}
Q_814,ICA_73,{'type': 'MATCHES'}
Q_814,ICA_74,{'type': 'MATCHES'}
Q_814,ICA_75,{'type': 'MATCHES'}
Q_814,IPC_406,{'type': 'MATCHES'}
Q_814,IPC_409,{'type': 'MATCHES'}
Q_816,fir,{'type': 'RELATES_TO'}
Q_816,CRPC_154,{'type': 'MATCHES'}
Q_816,CRPC_156,{'type': 'MATCHES'}
Q_816,CRPC_200,{'type': 'MATCHES'}
Q_816,CRPC_210,{'type': 'MATCHES'}
Q_816,CRPC_302,{'type': 'MATCHES'}
Q_816,CRPC_482,{'type': 'MATCHES'}
Q_816,CPC_24,{'type': 'MATCHES'}
Q_817,fir,{'type': 'RELATES_TO'}
Q_817,CRPC_154,{'type': 'MATCHES'}
Q_817,CRPC_156,{'type': 'MATCHES'}
Q_817,CRPC_200,{'type': 'MATCHES'}
Q_817,CRPC_210,{'type': 'MATCHES'}
Q_817,CRPC_302,{'type': 'MATCHES'}
Q_817,CRPC_482,{'type': 'MATCHES'}
Q_817,CPC_24,{'type': 'MATCHES'}
Q_818,defamation,{'type': 'RELATES_TO'}
Q_818,IPC_499,{'type': 'MATCHES'}
Q_818,IPC_500,{'type': 'MATCHES'}
Q_819,fir,{'type': 'RELATES_TO'}
Q_819,bail,{'type': 'RELATES_TO'}
Q_819,CRPC_154,{'type': 'MATCHES'}
Q_819,CRPC_156,{'type': 'MATCHES'}
Q_819,CRPC_200,{'type': 'MATCHES'}
Q_819,CRPC_210,{'type': 'MATCHES'}
Q_819,CRPC_302,{'type': 'MATCHES'}
Q_819,CRPC_482,{'type': 'MATCHES'}
Q_819,CPC_24,{'type': 'MATCHES'}
Q_819,CRPC_167,{'type': 'MATCHES'}
Q_819,CRPC_397,{'type': 'MATCHES'}
Q_819,CRPC_439,{'type': 'MATCHES'}
Q_820,cybercrime,{'type': 'RELATES_TO'}
Q_823,domestic_violence,{'type': 'RELATES_TO'}
Q_825,cheating,{'type': 'RELATES_TO'}
Q_825,IPC_415,{'type': 'MATCHES'}
Q_825,IPC_417,{'type': 'MATCHES'}
Q_825,IPC_419,{'type': 'MATCHES'}
Q_825,IPC_420,{'type': 'MATCHES'}
Q_825,CRPC_320,{'type': 'MATCHES'}
Q_825,ICA_73,{'type': 'MATCHES'}
Q_825,ICA_74,{'type': 'MATCHES'}
Q_825,ICA_75,{'type': 'MATCHES'}
Q_826,cheating,{'type': 'RELATES_TO'}
Q_826,IPC_415,{'type': 'MATCHES'}
Q_826,IPC_417,{'type': 'MATCHES'}
Q_826,IPC_419,{'type': 'MATCHES'}
Q_826,IPC_420,{'type': 'MATCHES'}
Q_826,CRPC_320,{'type': 'MATCHES'}
Q_826,ICA_73,{'type': 'MATCHES'}
Q_826,ICA_74,{'type': 'MATCHES'}
Q_826,ICA_75,{'type': 'MATCHES'}
Q_827,fir,{'type': 'RELATES_TO'}
Q_827,CRPC_154,{'type': 'MATCHES'}
Q_827,CRPC_156,{'type': 'MATCHES'}
Q_827,CRPC_200,{'type': 'MATCHES'}
Q_827,CRPC_210,{'type': 'MATCHES'}
Q_827,CRPC_302,{'type': 'MATCHES'}
Q_827,CRPC_482,{'type': 'MATCHES'}
Q_827,CPC_24,{'type': 'MATCHES'}
Q_831,charge_sheet,{'type': 'RELATES_TO'}
Q_831,CRPC_173,{'type': 'MATCHES'}
Q_831,CRPC_205,{'type': 'MATCHES'}
Q_831,CRPC_210,{'type': 'MATCHES'}
Q_831,CRPC_216,{'type': 'MATCHES'}
Q_831,CRPC_227,{'type': 'MATCHES'}
Q_831,CRPC_239,{'type': 'MATCHES'}
Q_831,CRPC_317,{'type': 'MATCHES'}
Q_833,fir,{'type': 'RELATES_TO'}
Q_833,CRPC_154,{'type': 'MATCHES'}
Q_833,CRPC_156,{'type': 'MATCHES'}
Q_833,CRPC_200,{'type': 'MATCHES'}
Q_833,CRPC_210,{'type': 'MATCHES'}
Q_833,CRPC_302,{'type': 'MATCHES'}
Q_833,CRPC_482,{'type': 'MATCHES'}
Q_833,CPC_24,{'type': 'MATCHES'}
Q_834,assault,{'type': 'RELATES_TO'}
Q_834,IPC_320,{'type': 'MATCHES'}
Q_834,IPC_323,{'type': 'MATCHES'}
Q_834,IPC_324,{'type': 'MATCHES'}
Q_834,IPC_325,{'type': 'MATCHES'}
Q_834,IPC_326,{'type': 'MATCHES'}
Q_834,IPC_337,{'type': 'MATCHES'}
Q_834,IPC_338,{'type': 'MATCHES'}
Q_834,IPC_350,{'type': 'MATCHES'}
Q_834,CRPC_320,{'type': 'MATCHES'}
Q_836,fir,{'type': 'RELATES_TO'}
Q_836,CRPC_154,{'type': 'MATCHES'}
Q_836,CRPC_156,{'type': 'MATCHES'}
Q_836,CRPC_200,{'type': 'MATCHES'}
Q_836,CRPC_210,{'type': 'MATCHES'}
Q_836,CRPC_302,{'type': 'MATCHES'}
Q_836,CRPC_482,{'type': 'MATCHES'}
Q_836,CPC_24,{'type': 'MATCHES'}
Q_837,fir,{'type': 'RELATES_TO'}
Q_837,CRPC_154,{'type': 'MATCHES'}
Q_837,CRPC_156,{'type': 'MATCHES'}
Q_837,CRPC_200,{'type': 'MATCHES'}
Q_837,CRPC_210,{'type': 'MATCHES'}
Q_837,CRPC_302,{'type': 'MATCHES'}
Q_837,CRPC_482,{'type': 'MATCHES'}
Q_837,CPC_24,{'type': 'MATCHES'}
Q_838,bigamy,{'type': 'RELATES_TO'}
Q_838,fir,{'type': 'RELATES_TO'}
Q_838,cheating,{'type': 'RELATES_TO'}
Q_838,IPC_494,{'type': 'MATCHES'}
Q_838,CRPC_154,{'type': 'MATCHES'}
Q_838,CRPC_156,{'type': 'MATCHES'}
Q_838,CRPC_200,{'type': 'MATCHES'}
Q_838,CRPC_210,{'type': 'MATCHES'}
Q_838,CRPC_302,{'type': 'MATCHES'}
Q_838,CRPC_482,{'type': 'MATCHES'}
Q_838,CPC_24,{'type': 'MATCHES'}
Q_838,IPC_415,{'type': 'MATCHES'}
Q_838,IPC_417,{'type': 'MATCHES'}
Q_838,IPC_419,{'type': 'MATCHES'}
Q_838,IPC_420,{'type': 'MATCHES'}
Q_838,CRPC_320,{'type': 'MATCHES'}
Q_838,ICA_73,{'type': 'MATCHES'}
Q_838,ICA_74,{'type': 'MATCHES'}
Q_838,ICA_75,{'type': 'MATCHES'}
Q_839,anticipatory_bail,{'type': 'RELATES_TO'}
Q_839,CRPC_438,{'type': 'MATCHES'}
Q_842,rape,{'type': 'RELATES_TO'}
Q_842,IPC_375,{'type': 'MATCHES'}
Q_842,IPC_376,{'type': 'MATCHES'}
Q_842,IEA_45,{'type': 'MATCHES'}
Q_843,charge_sheet,{'type': 'RELATES_TO'}
Q_843,CRPC_173,{'type': 'MATCHES'}
Q_843,CRPC_205,{'type': 'MATCHES'}
Q_843,CRPC_210,{'type': 'MATCHES'}
Q_843,CRPC_216,{'type': 'MATCHES'}
Q_843,CRPC_227,{'type': 'MATCHES'}
Q_843,CRPC_239,{'type': 'MATCHES'}
Q_843,CRPC_317,{'type': 'MATCHES'}
Q_844,bail,{'type': 'RELATES_TO'}
Q_844,arrest,{'type': 'RELATES_TO'}
Q_844,CRPC_167,{'type': 'MATCHES'}
Q_844,CRPC_397,{'type': 'MATCHES'}
Q_844,CRPC_439,{'type': 'MATCHES'}
Q_844,CRPC_482,{'type': 'MATCHES'}
Q_844,CRPC_41,{'type': 'MATCHES'}
Q_844,CRPC_73,{'type': 'MATCHES'}
Q_844,CRPC_160,{'type': 'MATCHES'}
Q_844,IEA_27,{'type': 'MATCHES'}
Q_845,cheating,{'type': 'RELATES_TO'}
Q_845,IPC_415,{'type': 'MATCHES'}
Q_845,IPC_417,{'type': 'MATCHES'}
Q_845,IPC_419,{'type': 'MATCHES'}
Q_845,IPC_420,{'type': 'MATCHES'}
Q_845,CRPC_320,{'type': 'MATCHES'}
Q_845,ICA_73,{'type': 'MATCHES'}
Q_845,ICA_74,{'type': 'MATCHES'}
Q_845,ICA_75,{'type': 'MATCHES'}
Q_850,cheating,{'type': 'RELATES_TO'}
Q_850,bail,{'type': 'RELATES_TO'}
Q_850,IPC_415,{'type': 'MATCHES'}
Q_850,IPC_417,{'type': 'MATCHES'}
Q_850,IPC_419,{'type': 'MATCHES'}
Q_850,IPC_420,{'type': 'MATCHES'}
Q_850,CRPC_320,{'type': 'MATCHES'}
Q_850,ICA_73,{'type': 'MATCHES'}
Q_850,ICA_74,{'type': 'MATCHES'}
Q_850,ICA_75,{'type': 'MATCHES'}
Q_850,CRPC_167,{'type': 'MATCHES'}
Q_850,CRPC_397,{'type': 'MATCHES'}
Q_850,CRPC_439,{'type': 'MATCHES'}
Q_850,CRPC_482,{'type': 'MATCHES'}
Q_851,murder,{'type': 'RELATES_TO'}
Q_851,IPC_302,{'type': 'MATCHES'}
Q_851,IPC_307,{'type': 'MATCHES'}
Q_851,IPC_308,{'type': 'MATCHES'}
Q_851,IPC_309,{'type': 'MATCHES'}
Q_852,fir,{'type': 'RELATES_TO'}
Q_852,arrest,{'type': 'RELATES_TO'}
Q_852,CRPC_154,{'type': 'MATCHES'}
Q_852,CRPC_156,{'type': 'MATCHES'}
Q_852,CRPC_200,{'type': 'MATCHES'}
Q_852,CRPC_210,{'type': 'MATCHES'}
Q_852,CRPC_302,{'type': 'MATCHES'}
Q_852,CRPC_482,{'type': 'MATCHES'}
Q_852,CPC_24,{'type': 'MATCHES'}
Q_852,CRPC_41,{'type': 'MATCHES'}
Q_852,CRPC_73,{'type': 'MATCHES'}
Q_852,CRPC_160,{'type': 'MATCHES'}
Q_852,CRPC_167,{'type': 'MATCHES'}
Q_852,IEA_27,{'type': 'MATCHES'}
Q_855,fir,{'type': 'RELATES_TO'}
Q_855,cheating,{'type': 'RELATES_TO'}
Q_855,CRPC_154,{'type': 'MATCHES'}
Q_855,CRPC_156,{'type': 'MATCHES'}
Q_855,CRPC_200,{'type': 'MATCHES'}
Q_855,CRPC_210,{'type': 'MATCHES'}
Q_855,CRPC_302,{'type': 'MATCHES'}
Q_855,CRPC_482,{'type': 'MATCHES'}
Q_855,CPC_24,{'type': 'MATCHES'}
Q_855,IPC_415,{'type': 'MATCHES'}
Q_855,IPC_417,{'type': 'MATCHES'}
Q_855,IPC_419,{'type': 'MATCHES'}
Q_855,IPC_420,{'type': 'MATCHES'}
Q_855,CRPC_320,{'type': 'MATCHES'}
Q_855,ICA_73,{'type': 'MATCHES'}
Q_855,ICA_74,{'type': 'MATCHES'}
Q_855,ICA_75,{'type': 'MATCHES'}
Q_857,fir,{'type': 'RELATES_TO'}
Q_857,cheating,{'type': 'RELATES_TO'}
Q_857,CRPC_154,{'type': 'MATCHES'}
Q_857,CRPC_156,{'type': 'MATCHES'}
Q_857,CRPC_200,{'type': 'MATCHES'}
Q_857,CRPC_210,{'type': 'MATCHES'}
Q_857,CRPC_302,{'type': 'MATCHES'}
Q_857,CRPC_482,{'type': 'MATCHES'}
Q_857,CPC_24,{'type': 'MATCHES'}
Q_857,IPC_415,{'type': 'MATCHES'}
Q_857,IPC_417,{'type': 'MATCHES'}
Q_857,IPC_419,{'type': 'MATCHES'}
Q_857,IPC_420,{'type': 'MATCHES'}
Q_857,CRPC_320,{'type': 'MATCHES'}
Q_857,ICA_73,{'type': 'MATCHES'}
Q_857,ICA_74,{'type': 'MATCHES'}
Q_857,ICA_75,{'type': 'MATCHES'}
Q_858,fir,{'type': 'RELATES_TO'}
Q_858,bail,{'type': 'RELATES_TO'}
Q_858,arrest,{'type': 'RELATES_TO'}
Q_858,anticipatory_bail,{'type': 'RELATES_TO'}
Q_858,CRPC_154,{'type': 'MATCHES'}
Q_858,CRPC_156,{'type': 'MATCHES'}
Q_858,CRPC_200,{'type': 'MATCHES'}
Q_858,CRPC_210,{'type': 'MATCHES'}
Q_858,CRPC_302,{'type': 'MATCHES'}
Q_858,CRPC_482,{'type': 'MATCHES'}
Q_858,CPC_24,{'type': 'MATCHES'}
Q_858,CRPC_167,{'type': 'MATCHES'}
Q_858,CRPC_397,{'type': 'MATCHES'}
Q_858,CRPC_439,{'type': 'MATCHES'}
Q_858,CRPC_41,{'type': 'MATCHES'}
Q_858,CRPC_73,{'type': 'MATCHES'}
Q_858,CRPC_160,{'type': 'MATCHES'}
Q_858,IEA_27,{'type': 'MATCHES'}
Q_858,CRPC_438,{'type': 'MATCHES'}
Q_859,assault,{'type': 'RELATES_TO'}
Q_859,domestic_violence,{'type': 'RELATES_TO'}
Q_859,IPC_320,{'type': 'MATCHES'}
Q_859,IPC_323,{'type': 'MATCHES'}
Q_859,IPC_324,{'type': 'MATCHES'}
Q_859,IPC_325,{'type': 'MATCHES'}
Q_859,IPC_326,{'type': 'MATCHES'}
Q_859,IPC_337,{'type': 'MATCHES'}
Q_859,IPC_338,{'type': 'MATCHES'}
Q_859,IPC_350,{'type': 'MATCHES'}
Q_859,CRPC_320,{'type': 'MATCHES'}
Q_862,fir,{'type': 'RELATES_TO'}
Q_862,CRPC_154,{'type': 'MATCHES'}
Q_862,CRPC_156,{'type': 'MATCHES'}
Q_862,CRPC_200,{'type': 'MATCHES'}
Q_862,CRPC_210,{'type': 'MATCHES'}
Q_862,CRPC_302,{'type': 'MATCHES'}
Q_862,CRPC_482,{'type': 'MATCHES'}
Q_862,CPC_24,{'type': 'MATCHES'}
Q_863,fir,{'type': 'RELATES_TO'}
Q_863,CRPC_154,{'type': 'MATCHES'}
Q_863,CRPC_156,{'type': 'MATCHES'}
Q_863,CRPC_200,{'type': 'MATCHES'}
Q_863,CRPC_210,{'type': 'MATCHES'}
Q_863,CRPC_302,{'type': 'MATCHES'}
Q_863,CRPC_482,{'type': 'MATCHES'}
Q_863,CPC_24,{'type': 'MATCHES'}
Q_864,fir,{'type': 'RELATES_TO'}
Q_864,cheating,{'type': 'RELATES_TO'}
Q_864,CRPC_154,{'type': 'MATCHES'}
Q_864,CRPC_156,{'type': 'MATCHES'}
Q_864,CRPC_200,{'type': 'MATCHES'}
Q_864,CRPC_210,{'type': 'MATCHES'}
Q_864,CRPC_302,{'type': 'MATCHES'}
Q_864,CRPC_482,{'type': 'MATCHES'}
Q_864,CPC_24,{'type': 'MATCHES'}
Q_864,IPC_415,{'type': 'MATCHES'}
