node_id,type,label,source_graph,level,original_id,text,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
HKG::Q_544,Query,,HKG,query,Q_544,,,,,"सर जी??
मैं 3 भाई में सबसे बड़ा भाई हूँ और पिछले 11 सालों से मैं सेपरेट हूँ ओर एक ही घर में सेकेंड फ्लोर पर मेरा सब कुछ अलग ब्यवस्था हैं।
      अभि 3 साल पहले मेरे छोटे भाई का सादी हुवा हैं और उनका रिश्ता टूटने के कगार पर हैं।जिसके वजह से मेरे भाई का ससुराल वाले मेरे पूरा फॅमिल्ली के साथ मुझ पर भी केस करने का धमकी दे रहे हैं जबकि इस कारण मैं भाई की पत्नी और उनके मायके से दुरी बना लिया है ।मैं यह मामले में क्या करूँ क्या वे सच में इस मामले में मुझे भी लपेट सकते हैं इसका समाधान क्या होगा सर जी??( Purba Champaran, Bihar )",Your sister law can file any false complaint case against your brother and other family members including you. Then you all have to take bail from the court according to the charges or allegations which will be put against all of you. Your brother can also file a contested divorce against his wife before the court alleging her only for her mistakes and intimate to the local police station and commissioner of both the husband and wife regarding all the incidents which took place between your brother and his wife... Just for the purpose of safety so that you can say the police authority that you had already informed them about her wrongdoings befire hand only.,"Dear Client,If the case has been filed by the police than you should firstly apply for anticipatory bail.Once bail is grated wait for trial to commence. Since the allegations are not true you should not get much worried about the outcome of the trial.","Dear Sir,Now, Supreme Court has settle the issue that any such complaints have to be filed only against her husband and not against relatives of husband. If any such complaint is lodged then rush to the Hon’ble High Court and get it quashed"
HKG::Q_545,Query,,HKG,query,Q_545,,,,,"My friends husband and in laws left her.They wanted her to sign a petition which says in future if anything happens to her theyre not responsible for her death or anything.My friends Parents dont like to sign it or to go to a police station.How can she manage it?can we charge an another petition without knowing their in laws that if anything happens they are responsible for it?As her mother in law dont like her..his son left his wife (my friend). please I need ur suggestion.( Guntur, Andhra Pradesh )","Don't sign any documents ... Nothing to worry.. No petition can be signed in any police station... It is a civil matter ..Police cannot interfere in it.If you realize my professional skills, the time & efforts put in by me needs to be truly appreciated, and then Please “CLICK MY LIKES/ THUMBS UP/GIFT” button shown below this reply format & also CLICK/ WRITE a “REVIEW” in 5 star as I have answered your query in detail. Hope this information is usefulADV. ANISH PALKAR (High Court)",Ask her to filed multiple cases to bring them to terms.If my answer is helpful to you then please give my FIVE STAR,What is the reason of lefting her? Has he left her for ever not clear in your question? Don't sign any paper given by her husband or in laws.
HKG::Q_546,Query,,HKG,query,Q_546,,,,,"A woman wants to file a divorce case against her husband. also, she has a child and she came for legal advice. Can you tell me the entire procedure and how I can help her? which sections are applicable how to file the case and which court?( Cuttack, Orissa )","Dear Client,If a woman wishes to file for divorce and seeks your legal advice, you can guide her through the following steps:Grounds for Divorce: Inform her that she can file for divorce on various grounds under the Hindu Marriage Act, 1955 (if she is Hindu), or under the Special Marriage Act, 1954 (if she belongs to another religion or had a civil marriage). Common grounds include cruelty, desertion, adultery, mental disorder, conversion to another religion, and others specified under Section 13 of the Hindu Marriage Act or Section 27 of the Special Marriage Act.Filing the Petition: The first step is to draft a divorce petition. This petition should include details of the marriage, grounds for seeking divorce, and information about the child and custody arrangements. The petition is filed in the family court having jurisdiction over the area where the couple last resided together or where the wife is currently residing.Court Proceedings: Once the petition is filed, the court will issue a notice to the husband to appear before it. Both parties will be required to present their case, along with any evidence and witnesses.Child Custody and Maintenance: If the woman is seeking custody of the child, this should be mentioned in the petition. The court will consider the welfare of the child as the paramount factor in deciding custody matters. Additionally, the woman can request maintenance for herself and the child under Section 24 (pendente lite and expenses of proceedings) and Section 25 (permanent alimony and maintenance) of the Hindu Marriage Act or similar provisions under the Special Marriage Act.Mediation and Reconciliation: The court may direct the couple to attend mediation or reconciliation sessions to explore the possibility of resolving their differences amicably. If reconciliation fails, the court will proceed with the divorce case.Decree of Divorce: If the court is satisfied with the grounds for divorce and other related issues, it will grant a decree of divorce, legally ending the marriage.Your role will be to assist her in drafting the petition, gathering necessary documents and evidence, representing her in court, and ensuring her interests and those of her child are adequately protected throughout the process.","Dear Client,Your query requires more details to address it suitably. You expressed your situation but not a cause of action that attracts a legal remedy. It is a virtual platform where in the absence of a cogent ground or specific cause of action, suitable legal remedies cannot be suggested based on the standalone situation/circumstances which may be, otherwise, misleading. So, please revert to us with more details and a cause of action that requires a legal remedy to enable us to address the query suitably.","Dear Client,Your query requires more details to address it suitably. You expressed your situation but not a cause of action that attracts a legal remedy. It is a virtual platform where in the absence of a cogent ground or specific cause of action, suitable legal remedies cannot be suggested based on the standalone situation/circumstances which may be, otherwise, misleading. So, please revert to us with more details and a cause of action that requires a legal remedy to enable us to address the query suitably."
HKG::Q_547,Query,,HKG,query,Q_547,,,,,"Mother has three child..two male one daughter. All three married.. elder son love marraige without parent permission he did engage some one.. daughter married due to some issue it's divorced. Now last younger son married as of now no issue. 

Now elder son died as the case daughter in law asking husband share or property. elder son one baby daughter 10 years old. 

Mother in law said as my son died in 42 old.. even he was in sick I too take care. You don't have feelings about your husband and asking share. I didn't give.
Now daughter in law said that I can take through court 

As others child's like daughter and younger son don't ask and said it's mother property that you can take decision.
Here daughter in law put words that I have kid and no income but she's self employed for doing beauty parlour and husband auto for giving rent based earning daily basis 400 rs/_. Plus parlour income..

For auto financially supported by mother..

Now what kind of solution will be there for above issue or query 
Please advice or guide",daughter in law having one child has a right of self maintenance  and of her child . her right cannot be taken  away. For details pl.contact some advocate through vidhikarya.com,By advocate Rameshwor dadhe dear sir if any legal hair can claim his father's or mother's property. Because legal share cannot ignore,"The widowed woman can take a share in the property of her late husband. But, while the said woman has not remarried after the husband's death."
HKG::Q_548,Query,,HKG,query,Q_548,,,,,"I am an 18y female and my brother is 16y old. After the death of my father my mother is completely unstable and act as a psycho.

She all the time shouts and scolds us, she gets into fights with our friends and relatives all the time. There is no mental peace in this house anymore. 
She tries to control us in every aspect, make us do things against our will, She beat us if we don't listen to her.

Sometimes she doesn't cook food, stops giving us money to buy groceries. Refrains us from connecting to any of our family members, Cuts the connection to outside world by not giving us phones and cutting down the Internet.

Please let us know how to proceed further by replying to this message.

Thank you( Hyderabad, Telangana )","Dear client,approach the police station and file for a domestic violence case and seek protection from your mother. If you have any guardians then approach them to take custody in the court so your brother being a minor can be looked after them.Thank you","Dear client,approach the police station and file for a domestic violence case and seek protection from your mother. If you have any guardians then approach them to take custody in the court so your brother being a minor can be looked after them.Thank you","Dear client,approach the police station and file for a domestic violence case and seek protection from your mother. If you have any guardians then approach them to take custody in the court so your brother being a minor can be looked after them.Thank you"
HKG::Q_549,Query,,HKG,query,Q_549,,,,,"Respected All, At the time of my marriage, my mother told that she will gift her property to me on event of my marriage. After marriage husband's family harassed to register property in his name ,though she did not do and it is still on her name. I have filed 498A case and mentioned the same in the complaint. Now in court is it a good idea to submit my mothers property documents as evidences (as Public Prosecutor is asking me to submit) in this case in order to prove that they harassed me for this? My doubt is, If I submit that my mother has property which will be gifted to me (maybe in the future) the court may take into consideration and may not grant me any alimony in other cases as he has already filed for divorce. Please suggest how should I proceed ? Thanking You for your help.",dear client Both the cases are different based. The Court cannot reduce your alimony in case divorce is granted by allowing alimony.,dear client Both the cases are different based. The Court cannot reduce your alimony in case divorce is granted by allowing alimony.,dear client Both the cases are different based. The Court cannot reduce your alimony in case divorce is granted by allowing alimony.
HKG::Q_550,Query,,HKG,query,Q_550,,,,,"Dear Sir/Mam , I would like to inform you that at the age of 57  I am Being evicted from the my rights/property by my husband . I am house wife and I don't have any source of income for my day to day need and medicines . It is very painful situation for me because I am suffering from heart disease, for that I need treatment urgently but due to this situation I am not able to do anything. At last I knocked your door, I would like to say that you people are my last hope ray,  which can get me out of this problem and will help me in getting my rights.( Samastipur, Bihar )","Hi,A case for maintenance may be filed against your husband.If you find this answer helpful, please rate us.","Dear Sir,You may approach the Court of Magistrate by filing Domestic Violence case or a Civil Court by filing suit for injunction.Rate me Five Star*",Can file maintainence case
HKG::Q_551,Query,,HKG,query,Q_551,,,,,"My father is 72 yrs old, hes trying to sell our house without informing his wife ,son &amp; daughter.hes saying ,wife &amp; children have no rights for his property. Pls give advice( Bangalore, Karnataka )","Hi Client,If the property is in his name he has all the right to sell the same. However, he has to take care of his wife and son if( he falls under the dependent category). You cannot stop him from selling his property but after he expires, your mother shall have all the rights. For now, if he is not paying for your mother's sustenance, your mother can claim the same by filing a case on maintenance.Thanks and RegardsSimi Paul","Hi Client,If the property is in his name he has all the right to sell the same. However, he has to take care of his wife and son if( he falls under the dependent category). You cannot stop him from selling his property but after he expires, your mother shall have all the rights. For now, if he is not paying for your mother's sustenance, your mother can claim the same by filing a case on maintenance.Thanks and RegardsSimi Paul","Hi Client,If the property is in his name he has all the right to sell the same. However, he has to take care of his wife and son if( he falls under the dependent category). You cannot stop him from selling his property but after he expires, your mother shall have all the rights. For now, if he is not paying for your mother's sustenance, your mother can claim the same by filing a case on maintenance.Thanks and RegardsSimi Paul"
HKG::Q_552,Query,,HKG,query,Q_552,,,,,"Hello sir..my name is khushbu solanki
My matter is...my dad buy laptop for us (me and for brother) ...bt the problem is only he will use this laptop for last 2years)...and now i can ask him to give laptop ...then he will not give me the laptop...so i want to legal advice what can i do ...for my rights...in my father buying items( Panchmahal, Gujarat )","Dear client,You have equal rights over your father'a property as your brother. However, let us tell you that these are menial family matters, it is neither cost nor time effective to approach the Court over such matters. Please settle it amicably within your family","Dear client,You have equal rights over your father'a property as your brother. However, let us tell you that these are menial family matters, it is neither cost nor time effective to approach the Court over such matters. Please settle it amicably within your family","Dear client,You have equal rights over your father'a property as your brother. However, let us tell you that these are menial family matters, it is neither cost nor time effective to approach the Court over such matters. Please settle it amicably within your family"
HKG::Q_553,Query,,HKG,query,Q_553,,,,,"I am married not divorce I have affair with a person I am pregnant right now that person is ready tack responsibility but after my divorce but he just saying by words and he is try to travel abroad and he is not ready to tack responsibility of my medical he is not ready to come for dna and he is he and his family is giveing me mentally presure and and abusing me with a bad words his sister is doing law she is also abusing me don't know how to handle this i want to stop him from the travel untill case finesh( Chennai, Tamil Nadu )","Dear Client, IIt would be a crime if a married woman stays in a live-in relationship with another person without ending her marriage. And the person living in such a relationship with a woman will be considered a criminal under Section 494/495 of the IPC. In a recent judgment, the division bench of Allahabad High Court ruled that a married woman moving in with another man without divorcing her spouse cannot claim to be in a live-in relationship and seek legal sanctity later. Such a relationship does not fall within the ambit of a live-in-relationship or relationship like marriage,” the bench said. In the given situation, you can lodge a complaint against the person  under Sections 494 IPC(marrying again during the lifetime of husband or wife) and 495 (concealment of former marriage from person with whom subsequent marriage is contracted) of the IPC, Reach out to an Advocate for guidance and steps.",Dear Madam.You may go to police and ask them to keep the matter secretly and to warn him to co-ordinate with you otherwise ask them to file rape case.,Dear Madam.You may go to police and ask them to keep the matter secretly and to warn him to co-ordinate with you otherwise ask them to file rape case.
HKG::Q_554,Query,,HKG,query,Q_554,,,,,"My friend got married and her wife was insane and he wants to divorce her. But, she (the opposite party) is not appearing in Court for hearing, now, how to get divorce from her. Need your advice in this regard.( Chennai, Tamil Nadu )","Dear client First take her to the good Pschatric Family Hospital and give him all support for at least 3 months to 6 months take care make her love .....making feel happy her wife take torusim rides of natural sites.,,, Things go green avoid divorce, once married it is married....please avoid divorce Regards NITHYANANDAN.S.,.,.  M.com, DAPR, BA (Criminology), LL.B(Hons), LLM - Arbitration.","Dear ClientAs per your inputs your friend need divorce from his insane wife, insanity is a ground for divorce, your friend can file a petition for nullity of marriage in the court, file the petition and issue the court summons to your friend's wife then the court will issue exparte decree if your friend's  wife do not attend to court","Dear client First take her to the good Pschatric Family Hospital and give him all support for at least 3 months to 6 months take care make her love .....making feel happy her wife take torusim rides of natural sites.,,, Things go green avoid divorce, once married it is married....please avoid divorce Regards NITHYANANDAN.S.,.,.  M.com, DAPR, BA (Criminology), LL.B(Hons), LLM - Arbitration."
HKG::Q_555,Query,,HKG,query,Q_555,,,,,"I filed police complain in 498a and now husband agreed to live with me on condition that I will write on stamp paper that dowry neither taken nor demanded..can it debarred me from doing any legal action in same issue in future..can I be legally bounded by such agreement on stamp paper( Jaipur, Rajasthan )","Dear Madam,Yes, your bind by the contents of such agreement. You may ask your husband for re-union unconditionally.","Dear Madam,Yes, your bind by the contents of such agreement. You may ask your husband for re-union unconditionally.","Dear Madam,Yes, your bind by the contents of such agreement. You may ask your husband for re-union unconditionally."
HKG::Q_556,Query,,HKG,query,Q_556,,,,,"Hi ,

My husband is not filing counter against me for past 5 months he is delaying to submit liabilities also and trying to create evidenc now only as he has taken new policy as Nominee one me and child. What can I do next as if I file divorce first with alimony as working women can I get alimony for my child and me as till now he never took care of me or my child every expenses is bared my me and my parents. As my husband asking me to file divorce first so if I file first will it backfire me later. If he dint file counter as he don't have proper answers. can I file divorce after waiting for sometime or what steps can I take.( Chennai, Tamil Nadu )","Dear Client,As a consequence, a working woman in India is also entitled to alimony based on her living condition, lifestyle, status, and position in society after divorce. Most importantly the capability of the woman to maintain herself even after earning is taken into consideration while granting alimony by the Court. The Delhi High Court in Jaspreet Singh Vs. Swaneet Kukreja (CRL.REV.P. 162/2021 & CRL.M.As. 5576/2021, 8691/2021) and Swaneet Kukreja Vs. Jaspreet Singh (CRL.REV.P. 194/2021) held that a wife's interim maintenance cannot be denied even if she is capable of earning an income and is a working professional. The Court observed that “the Ld. ASJ has correctly noted that even if it is proved that the wife is capable of earning and is a working professional, it is still no ground to deny her interim maintenance. If the couple has a child from their marriage, the wife may also demand maintenance for the child. Even without divorce, maintenance comes when she is separated from her husband or her husband has separated from her without any proper reason. Maintenance can be claimed by the wife under Section 125, Cr. PC. A working woman is eligible to get alimony depending on her income and living conditions. As per Section 13(1)(ib) of the Hindu Marriage Act, 1955, any marriage solemnized, whether before or after the commencement of this Act, may, on a petition presented by either the husband or the wife, be dissolved by a decree of divorce on the ground that the other party has deserted the petitioner for a continuous period of not less than two years immediately preceding the presentation of the divorce petition. So, in case you are deserated by your husband for a continuous period of not less than two years, you can file a petition for divorce before the Court praying for a decree of divorce under Sec.13(1)(ib) of the Act.  A wife can claim maintenance during the pendency of a divorce case under both Section 24 of the Hindu Marriage Act and Section 125 of the CrPC. Reach out to an Advocate for guidance and steps.","Dear Madam,You can immediately you are not entitle for maintenance as your are working woman but yourself and your son entitle for alimony. You may file divorce case and your husband suppose to pay alimony.","Dear Client,As a consequence, a working woman in India is also entitled to alimony based on her living condition, lifestyle, status, and position in society after divorce. Most importantly the capability of the woman to maintain herself even after earning is taken into consideration while granting alimony by the Court. The Delhi High Court in Jaspreet Singh Vs. Swaneet Kukreja (CRL.REV.P. 162/2021 & CRL.M.As. 5576/2021, 8691/2021) and Swaneet Kukreja Vs. Jaspreet Singh (CRL.REV.P. 194/2021) held that a wife's interim maintenance cannot be denied even if she is capable of earning an income and is a working professional. The Court observed that “the Ld. ASJ has correctly noted that even if it is proved that the wife is capable of earning and is a working professional, it is still no ground to deny her interim maintenance. If the couple has a child from their marriage, the wife may also demand maintenance for the child. Even without divorce, maintenance comes when she is separated from her husband or her husband has separated from her without any proper reason. Maintenance can be claimed by the wife under Section 125, Cr. PC. A working woman is eligible to get alimony depending on her income and living conditions. As per Section 13(1)(ib) of the Hindu Marriage Act, 1955, any marriage solemnized, whether before or after the commencement of this Act, may, on a petition presented by either the husband or the wife, be dissolved by a decree of divorce on the ground that the other party has deserted the petitioner for a continuous period of not less than two years immediately preceding the presentation of the divorce petition. So, in case you are deserated by your husband for a continuous period of not less than two years, you can file a petition for divorce before the Court praying for a decree of divorce under Sec.13(1)(ib) of the Act.  A wife can claim maintenance during the pendency of a divorce case under both Section 24 of the Hindu Marriage Act and Section 125 of the CrPC. Reach out to an Advocate for guidance and steps."
HKG::Q_557,Query,,HKG,query,Q_557,,,,,"Father in law is demanding me for extra dowry after marriage to stay with husband - I and my husband are living separately for 1 year and I was sent to my home willingly by my husband and in laws on occasion of Sankranthi. I was expecting my husband to come and take me back to in laws house since we are living in our in laws house and didn't start a new home even though we both work at same metropolitan city which is not the same place my in laws live in. Since my husband is not willing to take me back to in laws house I tried going by my self but my in laws demanded me to apply leave for my job or leave the job but asked me to stay at in laws house and do seva for in laws . I and my husband work in software company in metropolitan city both companies operate in hybrid model and for 1 year we worked by traveling from my in laws house to that city and stayed in PG (me) and he stayed in ( hotel) separately and travelled separately even though we work in same city, because my mother in law don't want us to leave her unless I bring the property of my share from my parents . When I tried getting back home they scared me by saying that I need to do either work from home or leave my job , I got an onsite Opportunity which I left because my in laws denied and while shifting company they didn't allow to shift to bengaluru and demanded to choose a company which is in hyderabad. Now they are asking me to leave job or bring my share of property from my parents. So after seeing this cruel behavior me and my parents tried speaking to the heads in family for solving issue as my father in law is my mother's own brother. After multiple attempts they didn't listen to us and demanding my property. I gave dowry during marriage and I earn more than my husband still they are demanding money from me.my husband also supports his parents By end of February it will be 1 year that we are staying away from each other. Can I file a case against them.
I don't want to get divorced but I want my in laws to understand  that demanding money is not right and wanted to live happily with my husband without negative influence from my inlaws( Visakhapatnam, Andhra Pradesh )","Dear Client,Sections 3 and 4 of the Dowry Prohibition Act 1961 prescribe penalties or punishments for giving or taking dowry by either party in a marriage and are enacted to protect women who face the evil of dowry demand. As per Section 3(1) of the Dowry Prohibition Act 1961, if any person, after the commencement of this Act, gives or takes or abets the giving or taking of dowry, he shall be punishable with imprisonment for a term which shall not be less than five years, and with fine which shall not be less than fifteen thousand rupees or the amount of the value of such dowry, whichever is more. Thus the provisions of the Dowry Prohibition Act(DPA) provide limited protection to the givers of dowry seeking to file a complaint under this law. Under Section 7(3), of the DPA, prosecutions under this law cannot be initiated based on statements made by a person aggrieved. Apart from this, you can file a complaint against your husband and his other family members who subjected you to domestic violence in the local police station under Section 12 of the PWDV Act, 2005. An aggrieved person or a Protection Officer or any other person on behalf of the aggrieved person may present an application directly to the Magistrate seeking one or more reliefs under this Act that include the right to reside in the shared household, prohibitory/restraining order and residence order.  You can file a private complaint against the persons in the court of the Magistrate under Section 223 of BNSS which outlines the procedure for a Magistrate to take cognizance of an offence. Upon receiving a complaint, the Magistrate shall examine the complainant and any witnesses present. This examination is conducted under oath, and the substance of the examination is documented and signed by the complainant, witnesses, and the Magistrate. If the Magistrate finds sufficient grounds for proceeding with the case, he may issue a summons or warrant to the accused under Section 227 of the Bharatiya Nagarik Suraksha Sanhita (BNSS) 2023. Given the proposition of relevant laws, you may consult with an Advocate for guidance and steps to navigate the issue in the right way.","Dear Client,Sections 3 and 4 of the Dowry Prohibition Act 1961 prescribe penalties or punishments for giving or taking dowry by either party in a marriage and are enacted to protect women who face the evil of dowry demand. As per Section 3(1) of the Dowry Prohibition Act 1961, if any person, after the commencement of this Act, gives or takes or abets the giving or taking of dowry, he shall be punishable with imprisonment for a term which shall not be less than five years, and with fine which shall not be less than fifteen thousand rupees or the amount of the value of such dowry, whichever is more. Thus the provisions of the Dowry Prohibition Act(DPA) provide limited protection to the givers of dowry seeking to file a complaint under this law. Under Section 7(3), of the DPA, prosecutions under this law cannot be initiated based on statements made by a person aggrieved. Apart from this, you can file a complaint against your husband and his other family members who subjected you to domestic violence in the local police station under Section 12 of the PWDV Act, 2005. An aggrieved person or a Protection Officer or any other person on behalf of the aggrieved person may present an application directly to the Magistrate seeking one or more reliefs under this Act that include the right to reside in the shared household, prohibitory/restraining order and residence order.  You can file a private complaint against the persons in the court of the Magistrate under Section 223 of BNSS which outlines the procedure for a Magistrate to take cognizance of an offence. Upon receiving a complaint, the Magistrate shall examine the complainant and any witnesses present. This examination is conducted under oath, and the substance of the examination is documented and signed by the complainant, witnesses, and the Magistrate. If the Magistrate finds sufficient grounds for proceeding with the case, he may issue a summons or warrant to the accused under Section 227 of the Bharatiya Nagarik Suraksha Sanhita (BNSS) 2023. Given the proposition of relevant laws, you may consult with an Advocate for guidance and steps to navigate the issue in the right way.","Dear Client,Sections 3 and 4 of the Dowry Prohibition Act 1961 prescribe penalties or punishments for giving or taking dowry by either party in a marriage and are enacted to protect women who face the evil of dowry demand. As per Section 3(1) of the Dowry Prohibition Act 1961, if any person, after the commencement of this Act, gives or takes or abets the giving or taking of dowry, he shall be punishable with imprisonment for a term which shall not be less than five years, and with fine which shall not be less than fifteen thousand rupees or the amount of the value of such dowry, whichever is more. Thus the provisions of the Dowry Prohibition Act(DPA) provide limited protection to the givers of dowry seeking to file a complaint under this law. Under Section 7(3), of the DPA, prosecutions under this law cannot be initiated based on statements made by a person aggrieved. Apart from this, you can file a complaint against your husband and his other family members who subjected you to domestic violence in the local police station under Section 12 of the PWDV Act, 2005. An aggrieved person or a Protection Officer or any other person on behalf of the aggrieved person may present an application directly to the Magistrate seeking one or more reliefs under this Act that include the right to reside in the shared household, prohibitory/restraining order and residence order.  You can file a private complaint against the persons in the court of the Magistrate under Section 223 of BNSS which outlines the procedure for a Magistrate to take cognizance of an offence. Upon receiving a complaint, the Magistrate shall examine the complainant and any witnesses present. This examination is conducted under oath, and the substance of the examination is documented and signed by the complainant, witnesses, and the Magistrate. If the Magistrate finds sufficient grounds for proceeding with the case, he may issue a summons or warrant to the accused under Section 227 of the Bharatiya Nagarik Suraksha Sanhita (BNSS) 2023. Given the proposition of relevant laws, you may consult with an Advocate for guidance and steps to navigate the issue in the right way."
HKG::Q_558,Query,,HKG,query,Q_558,,,,,"Sir how to alter Father and Mother name in Sons date of birth certificate( Bangalore, Karnataka )","Dear Client,To alter or change the names of the father and mother in the birth certificate, you have to apply to the Registrar appointed under the Birth and Death Registration Act, 1969, who issued the birth certificate. For more clarification and steps, you need to visit the Office of the Registrar that issued the birth certificate.","Dear Client,To alter the father's or mother's name in your son's date of birth certificate, you will need to apply for a correction with the local Municipal Corporation or the office of the Registrar of Births and Deaths where the birth was originally registered.You will hhave to submit an application form for correction along with supporting documents such as:i) An affidavit stating the correct names,ii) The original birth certificate,iii) Valid identity proofs of the parents, andiv) Sometimes a notarized affidavit or a court order depending on the nature of the change.It's advisable to visit the local birth registration office to understand their specific procedure, as requirements may vary by state or municipality.","Dear Client,To alter or change the names of the father and mother in the birth certificate, you have to apply to the Registrar appointed under the Birth and Death Registration Act, 1969, who issued the birth certificate. For more clarification and steps, you need to visit the Office of the Registrar that issued the birth certificate."
HKG::Q_559,Query,,HKG,query,Q_559,,,,,"My friend send legal notice to her sister for his 50% share in moveable and immoveable asset, FDs, Insurance fund as his sister is nominee everywhere but instead of giving share /rights she field complaint in police station that ""my sister and his husband are harassing me for property & funds. I will do sucide and will put their name in sucide note "". My friend was going to launch Civil Suit against her on 9th March for legal heirs share but on 8th March she played such game. So please help how can  my friend save her self and her husband & also if now my friend field Civil Suit against her sister and she attempt sucide, so for complete solution ?please.( Pune, Maharashtra )","Hi,Your friend will have to preemptively approach the police station and make an affidavit regarding his sister's threats. Section 389 IPC provides a punishment for those extorting other by filing false cases.If you found this helpful, please rate us.","Hi,Your friend will have to preemptively approach the police station and make an affidavit regarding his sister's threats. Section 389 IPC provides a punishment for those extorting other by filing false cases.If you found this helpful, please rate us.","Hi,The nominee will be the sole owner of the asset. Section 389 IPC makes it a punishable offence to extort others by filing fake cases against them. Ask your friend to approach the police station and making an affidavit regarding his sister's actions. This will allow him to obtain anticipatory bail later, if the need arises.If you found this helpful, please rate us."
HKG::Q_560,Query,,HKG,query,Q_560,,,,,"My CRPC 125 maintenance case has reached a conclusion, but I am not happy with it. Can I file a review petition in the family court itself, or do I have to head to the high court?
Few advocates suggested that you could file a review petition in the family court, but few of them said you couldn't.( Bilaspur, Chhattisgarh )","Dear client,generally you can file a review petition but the review must not be against the order because that would be going into the facts which is usually not entertained by the courts. Moreover, review is filed for procedural irregularity, impropriety, irrationality, and illegality. It is to cross check the legality of the ruling. Hence we would advise you to appeal to the High Court and request to change or modify the decision","Dear client,generally you can file a review petition but the review must not be against the order because that would be going into the facts which is usually not entertained by the courts. Moreover, review is filed for procedural irregularity, impropriety, irrationality, and illegality. It is to cross check the legality of the ruling. Hence we would advise you to appeal to the High Court and request to change or modify the decision","Dear client,generally you can file a review petition but the review must not be against the order because that would be going into the facts which is usually not entertained by the courts. Moreover, review is filed for procedural irregularity, impropriety, irrationality, and illegality. It is to cross check the legality of the ruling. Hence we would advise you to appeal to the High Court and request to change or modify the decision"
HKG::Q_561,Query,,HKG,query,Q_561,,,,,"My husband is habitual of wasting money and taking loans, borrow money from others. Also he wants me to do a job so that I could too give him lots of money. He knows nothing beside money. For him,me and my children he has always been like a social formality. He doesn't want to fulfill his duties. He always adopts short cut for success. I don't think that me and my children would be able to spend our whole life with him. What should I do to get rid of him? I m working and my own parents don't support me. They are like 'Kaise bhi nibhao' type of people. I m fedup of him. Plz give legal advice.( Bhopal, Madhya Pradesh )",डीयर  क्लाइंट  यदि  आप  मोबाइल  फोन से मुज्से बात  करना चाहती  हैं  तो आपको मेरी फीस  जमा  करके  विधिकार्य  साइट से मेरा मोबाइल नंबर  लेना पड़ेगा .विधि कार्य  साइट एक  बहूत  बड़ी  निःशुल्क  सुविधा  उपलब्ध करवा  रही हैं .इस  साइट पर सवालों के  जवाब एक साथ कई  विद्यान वकीलों के द्वारा दिये जाते हैं जिस से पूरे केस की  सही  स्थित  स्पष्ट हो जती  है .यदि यही  सलाह क्लाइंट कई वकीलों के  पास लेने  जाता  तो  उसे बहूत पैसा खर्च करना  पड़ता .,If you want divorce then go through family court lawyer,डीयर  क्लाइंट  यदि  आप  मोबाइल  फोन से मुज्से बात  करना चाहती  हैं  तो आपको मेरी फीस  जमा  करके  विधिकार्य  साइट से मेरा मोबाइल नंबर  लेना पड़ेगा .विधि कार्य  साइट एक  बहूत  बड़ी  निःशुल्क  सुविधा  उपलब्ध करवा  रही हैं .इस  साइट पर सवालों के  जवाब एक साथ कई  विद्यान वकीलों के द्वारा दिये जाते हैं जिस से पूरे केस की  सही  स्थित  स्पष्ट हो जती  है .यदि यही  सलाह क्लाइंट कई वकीलों के  पास लेने  जाता  तो  उसे बहूत पैसा खर्च करना  पड़ता .
HKG::Q_562,Query,,HKG,query,Q_562,,,,,"Can I marry my first cousin once removed from my mother's side. She is my mother's cousin ( daughter of my mother's uncle) Is our relationship is under Sapinda relationship or not? Can we marry each other( Cooch Behar, West Bengal )","Dear Client,A person shall come under sapinda relation if they are related by any person within 5 generations from father's side and 3 generations from mother's side. thus if they share the same maternal great grandparents then they shall come under sapinda relation.Thank you","Dear Client,A person shall come under sapinda relation if they are related by any person within 5 generations from father's side and 3 generations from mother's side. thus if they share the same maternal great grandparents then they shall come under sapinda relation.Thank you","Dear Client,A person shall come under sapinda relation if they are related by any person within 5 generations from father's side and 3 generations from mother's side. thus if they share the same maternal great grandparents then they shall come under sapinda relation.Thank you"
HKG::Q_563,Query,,HKG,query,Q_563,,,,,"Sir I m 27 year old girl, i want to work n grow in my life but my parent they want me at home. They abuse me n physically harm also. I m not comfortable now. I m right now in Delhi. They used to call me everyday and say they will kill me. I m worried and I wants to take legal action against them for my safety n I want to separate from them legally. Kindly help me what should I do.( Rae Bareli, Uttar Pradesh )",Please make a complaint before the protection Officer under DV Act. .,Pls contact us we will guide you Regards Team TRUST CHAMBER'S OF LAW Delhi High court and District Court and District court,U may file a police complain against them. For more brief u may call me
HKG::Q_564,Query,,HKG,query,Q_564,,,,,"What are the charges for sending a legal notice to wife( Bangalore, Karnataka )",Depends on lawyer 3000 to 5000,It depends from person to person.The general range is Rs. 1200 to 1Lac. depending upon the complexity.If you wish to send a legal notice you can kindly contact me through Vidhikarya and we shall give you the best possible rates.,Depends on lawyer 3000 to 5000
