question,answer,chain_q,chain_a
"My age 21 my gf 18 we have same cast and surname My father and her father not brother and our mother not sister can we get marry and what can we do her perents not fille missing complain( Porbandar, Gujarat )","Dear Client,According to Section 5 of the Hindu Marriage Act marrying within your pinda i.e. Sapinda is prohibited as the child out of such relationships would have higher chances of genetic abnormalities. These prohibited relationships include anyone within five generations on the father's side and within three generations on the mother's side. However, the exception to these prohibited relationships is mentioned under Section 5(v) of the Act and states that if the established customs of the family permit individuals into the sapinda marriages, then such marriages would not be declared void. Further, running away from home will not aid in this situation, rather, it will lead to more complexities. Upon receipt of your missing complaint from your parents, the police officers will start to investigate the case and trace you with the help of available resources. Hence, tracing you, even though in a different state would not be a difficult task for the police. So, it is advisable to discuss the matter with your parents and resolve it amicably.Hope it helps.Thank you.","[""PC::Sale Deeds Executed by Father and Mother"", ""PC::Father Not Named in Guardianship Application"", ""PC::Court Found Joint Tenancy Between Father and Son"", ""PC::Father and Son Own Lands in Joint Family""]","[""PC::Section 7-A of the Hindu Marriage Act"", ""PC::Section 9 of the Hindu Marriage Act, 1955"", ""PC::Section 8 of the Hindu Marriage Act, 1955"", ""PC::Section 4 of the Hindu Marriage Act, 1955""]"
"Hi ,
my cousin got married. it was love marriage. her husband was so aggressive don even know how to control his anger in public place. he didnot go to any job and there is no proper earning as well.his dad has properties so he was sitting at his home , once she married she is also part of family. she is educated and working. they had boy who is 4 years old now. all these many years so many problems includes domestic violence too. she attempted suicide , god's grace she recovered and gave final chance to him again. but after two years after she was spending all her money to him tried to keep him happy he was not putting any effort to make her feel better. they had boy , all family members were asking her for second baby saying you are earning so  you can have one more kid. Please post your advice. she is still being in their home...( Pune, Maharashtra )","Hi,She can file for divorce under various grounds specified in the Hindu Marriage Act, 1956.There is a special statute for the protection, and safety of women against domestic violence known as Protection of Women against Domestic Violence Act (2005). This Act safeguards the rights of the women.She can also file an FIR against the husband otherwise and get immediate help.If you found this helpful, please rate us.Thank you.","[""HKG::DVA_12"", ""HKG::DVA_17"", ""HKG::DVA_18"", ""HKG::DVA_23""]","[""HKG::Protection of Women from Domestic Violence Act, 2005"", ""HKG::domestic_violence"", ""PC::Section 7-A of the Hindu Marriage Act"", ""PC::Wife Suffered Domestic Violence""]"
"My father and his brother purchased property in their father name but after demise of their father the property was transferred to my grandmother name but my father has 2 brothers and 3 sisters will they have right over the property ? Or can my grandmother make a will to distribute the property between my father and one of his brother who invested on the property will daughters of the deceased has rights on that property ? If he died before 2005( Bangalore, Karnataka )",Your case is different and you father and his brothers purchased the property in question from their own funds. Its a benami property in the name of their father. Grandmother can be stopped from making any further will and should be stopped otherwise matter would be more complicated.,"[""PC::Respondent-Society Owned the Property"", ""PC::Court Found Joint Tenancy Between Father and Son"", ""HKG::ISA_37"", ""PC::Landlord Purchased Property""]","[""PC::Father and Son Own Lands in Joint Family"", ""PC::V.P. Latex Can Be Vulcanised"", ""PC::Transfer of Property in Goods Established"", ""PC::Detenu Prevented from Making Effective Representation""]"
"After death of my father I don't have got my share of money. what I do now?( Vadodara, Gujarat )",You have to decide now if you are interested in getting the share of money that your father has left behind interstate,"[""PC::Entitlement to Share After Death of Widow"", ""PC::Right to Succession Opened After Death of Father"", ""PC::Claim for Share in Property After Death"", ""PC::Intestacy Established After Death of Defendant""]","[""PC::Widows of Deceased Left Behind"", ""PC::Deceased Left Behind Wife and Children"", ""PC::Claim of Rights in Properties Left Behind by Refugees"", ""PC::Testator Left Behind Widow and Two Sons""]"
"I got divorce decree from family court and my wife appealed in high court within appeal period. I received notice. The stay petition is pending. So, can I marry again if stay petition is pending?",dear client in your case definitely you can marry immediately to save contempt and get it registered immediately and file a copy of the same before Honâble Court to dismiss the appeal since it is infructuous.but in legal sence after divorce you have to wait for a year and then if within that time no appeal has been filed then you can remarry.,"[""HKG::HMA_13"", ""HKG::HMA_13B"", ""HKG::HMA_14"", ""HKG::CRPC_362""]","[""HKG::PROC_DOMESTIC_VIOLENCE_COMPLAINT"", ""PC::Accused Attempted to Save Deceased After Incident"", ""PC::Competence of Officer to Dismiss Questioned"", ""HKG::PROC_DIVORCE_MUTUAL_CONSENT""]"
"Me and my wife love each other very much. She doesn't like my mother. My father is doing domestic violence since childhood. So my mother is not willing to stay with my father and in current situation she stays with sister. I feel my responsibility towards her maintenance. Whenever me and my wife have disagreement on some family matter, she threatens to leave the house and has done many times so.My wife also sends msgs to my mother that she will put my mother and sister behind the bar. Eventually my wife's parent also threaten me the same. what should i do?( Bhubaneswar, Orissa )",Before doing any act just let your wife to know that what wrong she is committing through a legal notice.,"[""HKG::DVA_12"", ""HKG::DVA_17"", ""HKG::DVA_18"", ""HKG::DVA_23""]","[""PC::Legal Notice Sent for Partition"", ""PC::Voter Right to Know Candidate Details"", ""PC::Legal Notice Sent Prior to Suit"", ""PC::Voters Have Right to Know Candidate Details""]"
"My mother's husband means my father has removed my mother name from nominee of fixed deposits of my father's account, and made nominee to his second daughter and he's is trying to make all his property to this second daughter even father have one more daughter and son, but he want to give everything to second daughter not to wife also, so what should we do now?( Mumbai, Maharashtra )","Hi,Your father has a right to do whatever he wishes, with respect to the contents of his bank accounts. However, if he has not been supporting your mother, you and other siblings, then you can file a petition for interim maintenance under Section 125 CrPC.If you found this helpful, please rate us.","[""HKG::HMA_24"", ""HKG::HMA_25"", ""HKG::CRPC_125"", ""HKG::CRPC_128""]","[""PC::Claim for Maintenance Under Section 125 CrPC"", ""PC::Wife Claimed Maintenance Under Section 125 CrPC"", ""PC::Wife Filed for Maintenance Under Section 125 CrPC"", ""PC::Wife Sought Maintenance Under Section 125 CrPC""]"
"My extended family members are stating false accusation on me that is ""I HAVE STOLEN THE LEGAL DOCUMENTS OF MY GRANDMOTHER WHILE SHE WAS IN ICU AND HER SERVANT IS THE EYEWITNESS""   
i did not take any document and im clear about that. 

I want to know how to protect myself from this fake accusation.( Bangalore, Karnataka )",they will not able to prove it.,"[""HKG::CRPC_154"", ""HKG::CRPC_482"", ""HKG::BNSS_528""]","[""PC::High Court Found Will Not Genuine"", ""PC::Trial Court Found Will Not Genuine"", ""PC::Execution of Will Not Disputed"", ""PC::Alterations in Will Not Valid""]"
"My uncle is missing from 13 years and in my family no one has lodged a FIR for missing in this situation what to do?( Unnao, Uttar Pradesh )","Hi,A person missing for over 7 years is considered legally dead.","[""HKG::CRPC_154"", ""HKG::CRPC_482"", ""HKG::BNSS_528""]","[""PC::Income of Partnership Firm Increased Over Years"", ""PC::Possession of Property for Over 30 Years"", ""PC::Trial Pending for Over Seven Years"", ""PC::Prosecution Delayed for Over Two Years""]"
"What can I do now? Shall I file the police complaint first?( Visakhapatnam, Andhra Pradesh )","Hi,1) You can try and sort this out amicably by talking to her and clearing any misunderstandings.2) You also have an option to file for divorce on the basis of mutual grounds if things get really hard.3) Suggest you to seek help from a therapist and consult a councillor to help fix your marriage.If you like my answer, then please rate me.","[""HKG::HMA_13"", ""HKG::HMA_13B"", ""HKG::HMA_14"", ""HKG::CRPC_362""]","[""PC::Husband Filed for Divorce on Grounds of Desertion"", ""PC::Husband Filed for Divorce on Grounds of Cruelty and Desertion"", ""PC::Husband Filed for Divorce on Grounds of Desertion and Cruelty"", ""PC::Husband Filed for Divorce on Grounds of Mental Cruelty""]"
