question,answer,chain_q,chain_a
"I booked flat in 2017, builder offered me help in taking a loan with PMY subsidy . Builder had connection with some  hfc ,he introduced me aspire home finance employee he took my kyc documents , salary slips and signed application form for eligibility of home loan,after that I felt something wrong so I decided back out , i tried to met builder for cancel booking but he refused to meet me . after couple months i came to my notice aspire home finance sanctioned and disbured home loan of rs 1250000 in favour of builder without any acknowledge me , it's shocked me just filiing a loan application and gave kyc documents my home loan procced.i reached fianance co told them eniter situation happened but they ingored me and said they provide me home loan by completing all legal procedure and pay to builder then you should met him and get the possession of your flat.but builder refused to meet me.
      After some enquires i knew builder and housing finance employee together froud with me by produced forged documents such as sale agreement, possession letter, loan agreement etc .i collected some documents from proper channels and go to police station to filed fir against builder and hfc but they didn't take my complaint, i met some people who also cheated by them we together try to file complaint almost a year,but at end we filled writ petition in high court then our FIR were filled in 2019, in past  4 years builder had vanished but hfc harresed us to pay the loan,hfc also filled 138 case against us in other state to recovery of loans.we think after fir we will back to normal life but daily hfc harresed us to pay, we never pay any single emi in last 5 years ,HFC stating we and builder both cheated with bank ,after taking order secrutization act they didn't seized property how they which property never existed.
  We have solution from HFC harresment and their recovery agents.please suggest me how to deal with situation.thanks.( Thane, Maharashtra )","Hello,As per the information you have mentioned it is advisable to you to file a FIR against them for harassment.","[""HKG::IDA_17B"", ""HKG::EPF_12"", ""HKG::ESI_72"", ""HKG::ISM_12""]","[""PC::Investigation Ordered for FIR Against Appellants"", ""PC::High Court Restored Suit to File"", ""PC::Authority to File Complaint Challenged"", ""PC::Respondent Allowed to File Fresh Affidavit""]"
"We have filed 498a case against my husband and 4 of his relatives. First hearing was on 16 mar 22, next hearing is posted to 17 aug 2022 for examination. My husband lawyer has filed memo appearance for examination for 17 aug .. What does it mean how can we Fastrack this and can we settle this in Lokadalat( Chittoor, Andhra Pradesh )","Dear Client,This process is also called expediting the trial of a case. The High Court has powers to direct the trial court to conclude the trial of a case expeditiously. The HC may even direct the trial court to conclude the case within time limit say 2 months and 3 months or so depending upon the number of witnesses to be examined in the case and other factors that would influence the conclusion of the trial expeditiously. Once such directions are passed by the HC, the trial Court is bound to comply with the directions and conclude the trial within given time limit.The best way to Fastrack a case is by getting into a ground settlement.Thank You","[""HKG::IDA_12"", ""HKG::IRC_41"", ""HKG::IRC_42"", ""HKG::IRC_43""]","[""PC::Trial Court Directed to Conclude Trial Within Six Months"", ""PC::Trial Court Directed to Proceed Expeditiously"", ""HKG::WAGE_C_17"", ""PC::Trial Court Allowed Examination of Witnesses""]"
"In my family me and my mother, mother is widow, my father did sucide when i was 9 months old. one person cheated us of 23 lakh rupees and absconded and currently in surat, refusing to give our money, it was my mother's hard earned money, she doing housework, we sold our property and gave him money to buy for our new house.

we are poor, cant afford lawyer fees, how to file a case against him to recover my money.( Mumbai, Maharashtra )","Dear Client,you can file a civil suit for recovering the money he owed through promissory note or loan agreement. you can also file a cheating case against him.","[""HKG::IDA_17B"", ""HKG::EPF_12"", ""HKG::ESI_72"", ""HKG::ISM_12""]","[""PC::Loan Agreement Violated"", ""HKG::BNS_318"", ""HKG::IPC_415"", ""PC::Respondent Filed Civil Suit for Appointment""]"
"I run a training firm for entrepreneurs. one person registered for my training program on 10-12-2019. He filled the registration form and signed in his own handwriting. The Registration is non cancellable i.e. written in clause 3 of terms & condition of the form.  Now after two years he says that ..
1. he didn't want to register for the training program , our sales person had promised to cancel his registration 2. hence he wants refund of money
what can we do as after two years we have spent all his money paid to us , we have sent all the session link to him on his what's app and email.
He is threatening to do police complaint against our firm( Bokaro, Jharkhand )","Dear Client,Since he had signed the registration form and you had done your part of the contract by sending him the links so any case would not be sustainable as per the information provided by you. Though detailed suggestions can be given after looking at the facts and circumstances in detail.Thank you","[""PC::Period of Probation is Two Years"", ""PC::Appointment Initially for Two Years"", ""HKG::EC_RULES_68"", ""HKG::EC_RULES_71""]","[""PC::Peculiar Facts and Circumstances Considered"", ""HKG::EC_RULES_66"", ""PC::Section 10 of the Contract Act"", ""PC::Section 8 of the Contract Act, 1872""]"
"My name is Arvind singh i have broken my engagement before two months of my marriage date .i have given 2 tola gold amd clothes which worth more than 2 lakh but the girl's family don't want to return back our items instead they are threatening and abusing us and demanding more money .
 The main reason of cancellation of engagement was no proper road connectivity to girl's home .They lied with us from the very begining about their real home and they showed someone else home to us when we inquired about them we came to know the truth and we cancelled the engagement .
How can we recover our gold now.( Jammu, Jammu and Kashmir )","Dear Client,Sections 3 and 4 of the Dowry Prohibition Act 1961 prescribe penalties or punishments for giving or taking dowry by either party in a marriage and are enacted to protect women who face the evil of dowry demand. As per Section 3(1)  of the Dowry Prohibition Act 1961, if any person, after the commencement of this Act, gives or takes or abets the giving or taking of dowry, he shall be punishable with imprisonment for a term which shall not be less than five years, and with fine which shall not be less than fifteen thousand rupees or the amount of the value of such dowry, whichever is more. Thus the provisions of the Dowry Prohibition Act(DPA) provide limited protection to the givers of dowry seeking to file a complaint under this law. Under Section 7(3), of the DPA, prosecutions under this law cannot be initiated based on statements made by a person aggrieved. Moreover, the Hon'ble Supreme Court now settles the matter that complaints by the husband for dowry harassment, etc against the wife are not maintainable. Given the proposition of relevant law, you may consult with an Advocate for guidance and steps to navigate the issue in the right way.","[""PC::Section 51(a) of the Jammu and Kashmir Constitution"", ""PC::Section 3(3) of the Jammu and Kashmir Preventive Detention Act"", ""PC::Section 13 of The Jammu and Kashmir Public Safety Act, 1978"", ""PC::Rule 39 of the Jammu and Kashmir Civil Services Judicial Recruitment Rules, 1967""]","[""HKG::SOC_REG_22"", ""HKG::COMP_MA_30"", ""HKG::SOC_REG_4C"", ""HKG::KSEA_27""]"
"HELLO SIR/MAM

I applied for visa through a consultancy in hyderabad...in 2018 i got visa and i went to poland.
however after reaching there i did not get the promiced salary so after 3 months i came back.
i filed a complaint but police did not make an F.I.R .however after lot of struggle i manage to file FIR and booked them under 420 .
now i paid total 3 lakh rupees ..2 lakh to 2 persons in hyderabad..they are owner of consultancy company ..and looked after everything. and 1 lakh in some persons account ..i dont know him , but i was told to deposit in his account so i did.
now the case is going on..these 2 persons in hyderabad are coming for date...but nothing has been done about that person in delhi ..his name is also in F.I.R.
how can i make police take action against him?( Hyderabad, Andhra Pradesh )",File criminal case against them immediately,"[""HKG::MHA_104"", ""PC::Appellant Did Not Surrender"", ""HKG::FIN_A_19"", ""PC::Respondents Did Not Appear""]","[""PC::Criminal Case Pending Against Appellant"", ""PC::Appellant Acquitted in Criminal Case"", ""PC::Prosecution Failed to Prove Case Against Appellant"", ""PC::Respondent Acquitted in Criminal Case""]"
"I lost 2,40,000 due to cyber fraud. Gave complaint in local police station and registered FIR, also gave complaint in cyber cell. They freezed accused bank accounts and put Rs. 1,51,000 on hold. What should I do to get refund?( Guntur, Andhra Pradesh )","Dear client,The law enforcement process is a tedious one. you need to be patient, you can visit the cyber cell and ask for updates.","[""PC::Police Personnel Took Court Officers to Police Station"", ""PC::Local Police Involved in Encounters"", ""PC::Accused Gave Written Consent for Search"", ""PC::Section 34(a) of the Andhra Pradesh Excise Act""]","[""PC::Need to Remand Case for Fresh Consideration"", ""HKG::SCST_A_17"", ""HKG::BTC_187"", ""HKG::EC_RULES_66""]"
"Some one was a doctor he cheat me of amount 5 lac( Supaul, Bihar )","Dear Client,If a doctor has cheated you out of an amount of 5 lakhs, you have several legal avenues to pursue. Firstly, you can file a police complaint under Section 420 of the Indian Penal Code (IPC) for cheating. Provide all relevant documents and evidence to support your claim. Additionally, you may consider filing a civil suit for recovery of the amount in the appropriate civil court. It is advisable to consult with a lawyer who can guide you through the process, help draft the complaint, and represent you in court. Ensuring that you have all necessary documentation and evidence will be crucial to strengthening your case and recovering your money.","[""PC::Claim for Payment of Amount Determined"", ""HKG::BOCW_10"", ""PC::Civil Suit Filed for Recovery of Amount"", ""PC::Appeal Dismissed for Non-Deposit of Amount""]","[""PC::Section 420 of the Indian Penal Code"", ""PC::Civil Suit Filed for Recovery of Amount"", ""HKG::EC_RULES_66"", ""PC::Sections 406 and 420 of the Indian Penal Code""]"
"When we asked a guy to return our money (without any interest), he is threatening us to kill over phone calls, so we have reported this in the local police station and he become much worse now. 

- is there a way to protect us from him in IPC ?
- can we send him a legal letter advising he will be responsible for any future crimes on us?( Vijayawada, Andhra Pradesh )",U can file money recovery suit against them,"[""HKG::MEPS_26"", ""HKG::MEPS_40"", ""HKG::MBA_10"", ""HKG::FA_79""]","[""HKG::IDRA_24C"", ""PC::Appellant Filed Suit for Recovery"", ""PC::High Court Restored Suit to File"", ""PC::High Court Decreed Suit for Recovery""]"
"Sir. 
I have a joining letter from Tata Motors.it's fake. For this he took me ? 25000. I have deposited this money online in personal bank ac. Tell me what to do( Hissar, Haryana )",U should file money recovery suit against them immediately,"[""HKG::CCS_ME"", ""HKG::MHA_7"", ""PC::Appellant Requested Withdrawal of Deposited Money"", ""HKG::BTC_3""]","[""HKG::IDRA_24C"", ""PC::Appellant Filed Suit for Recovery"", ""PC::High Court Restored Suit to File"", ""PC::High Court Decreed Suit for Recovery""]"
"A family friend of our has borrowed Rs.75,000/- from my mother some 5yrs before. My mother has helped him in need of emergency for paying his son's College fees. He is just saying excuses that ""with in few days I will settle"". He has give numerous excuses. All this came to my knowledge only few months before. Even to me he is saying the same excuses. But we are getting a feel that he is trying to cheat us. We don't have any written evidence. But I once recorded a video with the help of my smartphone.   Sir my mother is a pensioner now aged almost 68yrs old.  When I approached and asking him to return the money with interest, he is speaking in a arrogant fashion and asking me to go to police and do whatever you can do.  Now I request you to please suggest me whether we can approach POLICE and file a cheating case as my mother is a SENIOR Citizen.  My mother is depressed on this issue.  Whether we can go to All Women Police station or Regular Police station.( Chennai, Tamil Nadu )","Hi,Send him a legal notice to repay the amount. If he refuses, you can file a complaint against him for cheating in any police station.","[""HKG::MEPS_26"", ""HKG::MEPS_40"", ""HKG::IDA_17B"", ""HKG::EPF_12""]","[""PC::Appellant Convicted for Cheating"", ""HKG::BNS_318"", ""HKG::IPC_415"", ""PC::Authority to File Complaint Challenged""]"
"(In addition to or in lieu of examination in chief by appearing before magistrate). If so, is there any section of CrPC or Indian evidence act which permits this? If at all it is permissible, is it necessary to seek prior permission from magistrate before submitting such examination in chief in writing, and is it required to be on affidavit?( Bangalore, Karnataka )","Dear Sir,There are judgments for and against such concept. The magistrates may accept your chief examination in writing or reject the same and direct you to submit your chief examination directly. Just obey the orders or if aggrieved you may approach High Court.","[""HKG::IEA_137"", ""HKG::SRA_40"", ""PC::Affidavit in Chief Tendered for Evidence"", ""PC::Section 25 of the Indian Evidence Act""]","[""HKG::IEA_137"", ""PC::Petitioner Directed to Approach High Court First"", ""HKG::EC_RULES_66"", ""HKG::EC_RULES_67""]"
"411 IPC , falsely implicated me in wrong case so i would to file for a Quashing petition( Bangalore, Karnataka )","Dear Sir,You can get advocates for any fees if you do not care for quality and knowledge of the advocate.  Normally the fee may be Rs. 40thousands to rupees 1 lakh 50 thousands depending upon profile of the advocate.","[""PC::High Court Dismissed Quashing Petition"", ""PC::Application for Quashing Dismissed"", ""PC::Writ Petition Filed for Quashing Cancellation"", ""PC::Appeal Against Dismissal of Quashing Petition""]","[""HKG::ESI_99"", ""HKG::FIN_A_234F"", ""PC::Number-Appearance of Advocate Not Intentional"", ""PC::Appellant Lacked Personal Knowledge of Transactions""]"
"I was having pain in my teeth. I went to hospital where dentist advice me for Root canal with capping. During fitting of metal cap dentist have grinded my two opposite teeth. I want to know is their any IPC provision in my case.( South West Delhi, Delhi )","Hi, you can file a criminal case claiming medical negligence only if you are sure that the doctor has been negligent or reckless in discharging the functions. It would be advisable to has a word with the dentist, he/she might be able to explain why they did that, and it could be a part of the procedure / medical necessity. Proceed with a criminal case only if you are convinced that the doctor was negligent. A consumer case of ""deficiency of service"" on part of the doctor may also be a good option to consider. If you found this helpful, please rate me.","[""HKG::IDA_2A"", ""HKG::ESI_73"", ""HKG::MEPS_26"", ""HKG::MEPS_40""]","[""PC::Negligence Found on Part of Railway"", ""HKG::EC_RULES_66"", ""PC::Negligence on Part of Appellants Established"", ""PC::Appellant Acquitted in Criminal Case""]"
"Nearby my house a building is demolishing without permit from any authority.they didn't even disconnected the electricity supply.they are using the electricity from that building to demolish the same building.
The building is only 5 meters away from main road where hundreds of vehicles passing by.they didnt even put a warning sign on the road.

Where should i complain about this.if i cannot stop it .it might cause a big accident and a lot of life can be lost.

Where should i complain about this.?( Kochi, Kerala )","Dear Client,You can either file a complain with local municipal corporation and if they did not take any step you can file an application in civil court for stopping authorities from illegal demolition.Thank You.","[""PC::Section 49 of the Electricity Supply Act, 1948"", ""PC::Section 57(2) of the Electricity Supply Act, 1948"", ""PC::Section 79(c) of the Electricity Supply Act, 1948"", ""PC::Section 78A of the Electricity Supply Act, 1948""]","[""PC::Municipal Corporation Claim for Payment Disputed"", ""PC::High Court Dismissed Application in Limine"", ""HKG::ESI_21"", ""PC::High Court Struck Down Section of Municipal Corporation Act""]"
"What is the difference between Final Report (FR) and Chargesheet ?

Does FR also include some charges or what ?

Which procedure is better for the accused to get rid of all charges in Court ?( Ernakulam, Kerala )",Please tell me charge sheet filed or not ?,"[""PC::High Court Acquitted Wife of All Charges"", ""PC::Investigation Completed and Chargesheet Filed"", ""PC::Court Found Need for Scrutiny of Final Report"", ""PC::Magistrate Accepted Negative Final Report""]","[""PC::Charge-Sheet Filed Against Appellant"", ""PC::Charge-Sheet Filed Against Respondent"", ""PC::Charge-Sheet Filed Against Accused"", ""PC::Charge-Sheet Filed by Police""]"
