question,answer,chain_q,chain_q_types,chain_q_edges,chain_q_len,chain_a,chain_a_types,chain_a_edges,chain_a_len
"I am a doctor. I received a threat letter in my OPD on 07.03.2022. I went to the police station to lodge a complaint. The police made a diary but didnât register FIR. I sent a mail to the SP but no action was taken. I knocked at the doors of Odisha High Court and my FIR was registered on 08.04.2022. The inspector in the FIR lied  and fabricated a false letter about procuring the CCTV footage of the spot. No other forensic methods were used. I had complained against this inspector in OHRC in February 2022regarding my illegal detention in police station on an unjustified complaint by a person that I had not provided Ambulance to her son. The falsity has been proved in an Inquiry and even OHRC observed that it was not required to summon the doctor to PS. I feel either the person or the inspector is directly or indirectly involved in the threat letter case which the inspector didnât investigate properly helping the culprits to escape. Kindly guide me !( Bhubaneswar, Orissa )","Dear Client,In the given scenario, a complaint can be filed with Lokpal of India in terms of provisions under 2(e) of the Lokpal and Lokayuktas Act, 2013, for the offenses alleged to have been committed by a public servant under the Prevention of Corruption Act, 1988 such as Offence relating to public servant being bribed, taking undue advantage to influence public servant by corrupt or illegal means or by the exercise of personal influence, Offence relating to bribing of a public servant, Public servant obtaining (undue advantage), without consideration from person concerned in proceeding or business transacted by such public servant, Criminal misconduct by a public servant. In terms of provisions under Section 53, of the Lokpal and Lokayuktas Act, 2013, a complaint should be made within seven years from the date on which the offense mentioned in the complaint is alleged to have been committed. A complaint is required to be filed in the prescribed form annexed with the Lokpal (Complaint) Rules, 2020. The complaint can be filed online through the Lokpal Online portal. A fillable complaint form is also available at (https://lokpal.gov.in/pdfs/complaint_form.docx). Further, you may escalate your complaint to the State Police Complaint Authority, an independent body empowered to investigate complaints against corrupt police officials.  If required, hire an experienced Advocate to navigate the issue in the right way.","[""Refusal by police station to file FIR"", ""Section 200 of CrPC""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Definition of public servant under the PC Act""]","[""fact""]",[],1
An fir was lodged. It's a State vs case. Our marriage is more than 15 years. Am now working. In the incident i was hitted by my husband but honestly I love him and can't stay without him. So now want to withdraw the case as early as possible. My health condition is not so well. I cannot afford higher fees for this case. What I should do now in affordable time n fees for this case that I want to withdraw.,If you are ready to withdraw the cases against your husband then send me all the details of the case of 498A as well as any other cases filed by you. I'm sure you will be free from these cases within months.,"[""User wants to withdraw the complaint filed against them."", ""User is accused under IPC Sections 294(b), 323, 324, 506(ii)""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""User wants to withdraw the complaint filed against them."", ""Section 294(b) of IPC""]","[""fact"", ""rule""]","[""Violates""]",2
"I am a Female aged 29 years-Love-Registered Marriage, Husband-Age-30Yrs.
My Husband was running a partnership firm with his Friend for 2 yrs.
Due to misunderstanding with his friend, He started a new Business by nominally made me as proprietor, But all the operations, activities and decisions were handled by him only. He used my innocent and ignorance to get my Signature in All empty unfilled Cheque books. He only fill the date, amount, name in favor as per his purchase from the supplier. Suddenly uninformative He missed and Man Missing complaint was registered, FIR done. Mean time I was  shockingly knowing that He had taken the materials of worth nearly one Crore and missing. Based on the Man missing complaint, He found after a month, After that he went to his mothers home and not turning to matrimonial life. So,I had filed a reunion petition and MC against my husband in court, where he says he is not interested to live with me and He is saying, he is only a employee of the firm, which he was running nominally made me as proprietor and he is saying he is no where connected with the business and Loses to be bear by the proprietor. Apart from this he has taken my jewels and hand-loan from my parents, Brother, Sister, relatives and friends. Now Suppliers are torturing me for the Given Cheques by my Husband(Empty leaves signed by me) all are returned due to insufficient fund, which is sum of nearly 1-Crore and they filed CC  case against me in court. Now I shockingly identified and confirmed that He had an affair with another Girl(Aged 34Yrs, She is working in Southern Railway as TTR) and did second marriage with her, She Gave birth to new baby. She was introduced to me by my husband as She is his Friend and He used to call her Sister and She used to call him as Brother. She was frequently visiting to our home and their behavior and activities are shown as Brother and Sister relationship in and out of our family. I believed both of them, because of her age is 4 yrs higher than my husbands age. After known this,I am totally depressed and could not express my feelings in words. He en-cashed Embezzlement Materials at lower cost in the market and invested the Embezzlement money in her second wife illegal wife name by movable, immovable property, Multiple stores opened in her name and He operates,FD,ETC. Both of them well planned and utilized my ignorance and trust worthy and well played to cheat me in order to live a luxury life. Where I approached Police station, My complaint was enquired and police are saying since it is civil and family ground nature case, It cannot be handled by police team, and advised to route through court. When preparing for General Directions and BIGAMY, Court declared holiday due to COVID-19.

I have registered the complaint to CBI before a year ago, Which was forwarded to Railnet Vigilance immediately, I sent all required datas and following with them for more than a year, But Still Railnet Vigilance not yet conducted any enquiry and no actions taken against my complaint. Instead She closed her current account after my complaint. I feel like internal department helping and saving her.

I have collected the below documents of him and her as given below.

Birth Certificate of the New born baby, In which Father and Mother names are their names.
GST Number - Both his and Her name (She is working in Southern Railways as TTR)
Savings and Current Account details
Property Sale Deed
Vehicle Registration Documents
Professional Tax
Trade License
Banking Loan details

I really want to help all the Victims(Suppliers)like me to get back their money.
Please advise me as per law for the below queries with IPC Section and Procedure.

How to Proceed further steps and what are the actions can be taken against both of them for this cheating. (Like, BIGAMY, General Direction, Etc)
How to step forward RAIL-NET VIGILANCE Complaint through Court since the RAILNET Vigilance team failed to take timely action.
Any other Department like Domestic Violence act for women can help this case. 
How to get their Banking account statements, other investments and personal details through RTI and Procedure.

Thanking you very much for your valuable advise.( Chennai, Tamil Nadu )",In such situations you can file cheating Case under section 420 of ipc against ur husband.Or without divorce second marriage also void it is also punishable office. Or if you want money back then file money recovery suit against them immediately,"[""Uncle was pressured to live with son-in-law after fraud was discovered""]","[""fact""]",[],1,"[""Section 420 of IPC"", ""Potential conviction under Section 420 of IPC"", ""User is accused in a cheating case under IPC Section 420"", ""Allegation under Section 420""]","[""rule"", ""fact"", ""fact"", ""fact""]","[""Violates"", ""None"", ""None""]",4
"How many hearings are needed for Anticipatory Bail in High Court in general ?( Visakhapatnam, Andhra Pradesh )",One is enough...You file for ABA and depending on the facts of the case ABA is allowed or rejected on the very same day itself.,"[""Need for anticipatory bail"", ""Section 498A of IPC""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Multiple registration of FIR on the same incident is impermissible"", ""Section 173 of BNSS""]","[""fact"", ""rule""]","[""Violates""]",2
"On judgement they disposed the case 
Nature of disposal is.    Contested dismissed( Srinagar, Jammu and Kashmir )","Dear Client,Contested dismissed means, a case argued, listened on each and every aspect of facts and grounds including the applicable law, thereafter it has been dismissed as no ground for interference is seen meaning thereby there is no perversity illegality in the order impugned. A dismissed case due to non-appearance or procedural lapses can often be restored by filing an application for restoration under Order IX, Rule 9 of the CPC. Valid reasons for the party's absence or procedural faults must be presented and proved before the court by the appellant. On the whole, an order like contested dismissed signifies that the court has reviewed the case in detail and has decided in favor of the respondent, concluding the matter at that level unless an appeal is pursued by the appellant.","[""Nature of disposal is uncontested settled in Lok Adalat""]","[""fact""]",[],1,"[""Order V Rule 9 of the CPC"", ""Potential issuance of summons or warrants due to non-appearance""]","[""rule"", ""fact""]","[""Complies With""]",2
"I was sexually abused by my uncle (Dad's brother) in childhood, in the years 2002-03. I was 8-9 years old that time. He was 20-21 years old. He used to stay with us that time. I was quiet since long as I was scared. I am suffering mentally a lot. Can I complain to police now? Can any legal action be taken against him now?
I confronted to him these things few weeks back, he started abusing my parents and his wife is threatening that she will file Dowry case against my parents.( Hyderabad, Telangana )","Yes, you can.","[""Parents facing harassment from brother and his wife"", ""Section 3 of the Maintenance and Welfare of Parents & Sr. Citizens Act, 2007""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Both cases may be quashed if you go to High Court"", ""User is seeking to quash the chargesheet in the first case""]","[""fact"", ""fact""]","[""Complies With""]",2
"My bf used me several times physically by fake promise of marriage. I filed 376 and SC ST act 2 months ago..his parents are torchering me to withdraw the case. Is withdrawal of this case is possible?  I don't want to withdraw for the one who spoiled my life( Hyderabad, Telangana )","Dear client,Withdrawal of a case filed under Section 376 of the Indian Penal Code (IPC) is not allowed, as per the law. Section 375 and Section 376 of the IPC deal with the offences of rape and punishment for the same. The main objective behind the criminalization of rape is to protect the dignity and bodily integrity of women. The crime of rape is considered as a crime against the society and not just the victim.Therefore, once a case is registered under Section 376, it becomes the State's responsibility to prosecute the accused and secure justice for the victim. The victim cannot withdraw the case on her own, as the case is not her personal matter, but a matter of public interest.","[""False promise of marriage"", ""Consent given under false pretext of marriage""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Section 376 of IPC"", ""User filed FIR under Section 376 and 420 against the accused"", ""False accusation of rape"", ""Counter FIR filed under IPC 376 and 511""]","[""rule"", ""fact"", ""fact"", ""fact""]","[""Violates"", ""None"", ""None""]",4
"Two different version chargesheet in POCSO matter, court clerk is refusing to provide certified copy of entire charge sheet and saying only we only provide xerox copies.

IO has given us 139 page non certified charge sheet but in session court 246 pages charge sheet is filed. The court clerk is refusing to provide certified copies and giving us xerox copies without any stamp on all pages of charge sheet.

What the Victim has to do in such complicated situation. Please suggest effective remedy( Mumbai suburban, Maharashtra )",Dear ClientIt is surprising that there are two sets of charge sheet which is not right. You must raise this concern in the court on the next hearing and request the judge to pass an order to provide you the complete set of papers related to chargesheet.,"[""Delay in filing of charge sheet"", ""User is accused under Section 498A""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Delay in filing of charge sheet"", ""User is accused under Section 498A""]","[""fact"", ""fact""]","[""Depends On""]",2
"My victim is in a fake case of 376 and the opposition is belong to sc/st ,so its automatically add sc/st act , and my victim is in custody from last 14 days. What will i do for bail( Faridabad, Haryana )",Take up the issue with local lawyer to defend in police enquiry and help him obtain bail.,"[""User father is in custody"", ""User father has been convicted under IPC and P.C. Act""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Jhansi court will take up the matter"", ""Jurisdictional issues regarding FIR filing""]","[""fact"", ""fact""]","[""Depends On""]",2
"My girlfriend is  cheating me. We have been in relationship for the last 8 years. Because of our relationship i have suffered so much things including my health and hearing. I have affected nephrotic syndrome and meningitis..all these situation were occur when we were at Chennai.. She gave  a promice to me and my family that she only marry me....for wedding proposal from my side... My aunty called her and talked then she said she never leave me... And also she get received some gifts.. And other kind of helps from me..... In the terms of money and others... But last she said she can't marry me because her brother don't allow her to marry me...... I lost my health.... Career..... Dreams.... Even i consulted a phycologists for her problem and i have taken some depression medicines....can i file a case against her...?( Alappuzha, Kerala )","Dear Sir,The Indian laws always favour married or unmarried girls. You will be at laughing stock if you file any case against her. Further it may back fire and she may file counter case against you. Better to forget her and start new life.","[""Cheating in a relationship"", ""Filing of FIR against boyfriend""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Both cases may be quashed if you go to High Court"", ""User is seeking to quash the chargesheet in the first case""]","[""fact"", ""fact""]","[""Complies With""]",2
"My false criminal case of stayed by the High Court in 2019. But the opposite party had not filed the Counter for more than 4 years. Then on 27th January, 2023 High Court passed the following order:
""Learned counsel for the applicant and learned counsel for
opposite party no.2 are present.
Counter affidavit has not been filed yet.
As a last opportunity, two weeks time is granted to learned
counsel for opposite party no.2 to file counter affidavit.
Rejoinder affidavit be within a week thereafter.
List on 24.02.2023.
Interim order, if any, is extended till the next date of listing.""

Now after month's they have filed the Counter on 16th October, 2023.

My question is: Will this Counter is admissible in Court? Will any provisions of Limitation Act apply on it? Is trhere any case law of Hon'ble Supreme Court or High Court in this regard?( Allahabad, Uttar Pradesh )","Dear Sir,There is no provision of limitation Act applies for filing counter claim. The Honâble Court itself given last opportunity to file counter as such it was filed and you are suppose to file your rejoinder Affidavit if any. The case is already under stay before the Trial Court you need not worry about it. If quashing petition is not allowed in your favour then you have to face the trial.","[""Charges have been placed on the opposite party""]","[""fact""]",[],1,"[""Conditions for bail include meeting the investigating officer weekly and appearing before the trial court."", ""Anticipatory bail application disposed of""]","[""fact"", ""fact""]","[""Depends On""]",2
"A trespasser at my property misusing my agricultural pump set motor water every often. He is making money by taking the water from my pump set.

While speaking to Asst.Exe.Engineer/Enforcement Team for electricity, the enforcement officer informed me even if they catch the water flows from my pumpset to another land, they may not find proof whether the trepasser is making money from the other person. The officer is telling that he need a proof first and also the tresspasser can argue that he is passing water to the land where he is leased.

I feel that the trespasser who is taking water from my pumpset and the person benefiting that water on his land are the accused person.

What is the best approach to complaint and file a case on this?( Chennai, Tamil Nadu )","Hi,It is advisable to lodge a complaint and file a civil suit against the trespasser.","[""Stealing of water from irrigation pump set"", ""Need to send legal notice to landowner residing abroad""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Need to lodge a complaint against impersonation"", ""Section 419 of IPC""]","[""fact"", ""rule""]","[""Complies With""]",2
"Hi, i have bank locker in the name of mine . single user access only . My wife took the key and she is not giving the locker key . so i requested bank to break open the lock , she has informed bank and theynoted this as dispute locker . so i wanted to know , is anyone can block the access of locker ( owner) and bank also action on that ... how to handle bank if they are gicing this as excuse.
Bank :SBI.
No legal notice or stay order given to bank by her.( Nagapattinam, Tamil Nadu )","Dear Client,In your situation, as the sole holder of the bank locker, you possess exclusive access rights. According to Indian banking regulations and the RBI guidelines, the bank should not deny you access to your locker unless there is a legal directive or court order. Since your wife has not provided any legal notice or stay order, the bank's action to mark the locker as disputed is questionable. You should immediately submit a written request to the branch manager of SBI, emphasizing your exclusive ownership and right to access the locker. Include a formal complaint about the undue restriction placed on your access and request an urgent resolution. If the bank still refuses, you may escalate the matter to the Banking Ombudsman under the Banking Ombudsman Scheme, 2006, for swift redressal.","[""Stay order on framing of charges"", ""Charges have been framed but action is stayed""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Bank has not provided physical possession of the property"", ""Section 415 of IPC""]","[""fact"", ""rule""]","[""Violates""]",2
"My friend she is 28 years old lady some one has put a man handling case on her 4 years back. At the time of case she was in India and now she is in abroad. She wants to close the case .How she can handle it from abroad.( Dharwad, Karnataka )",Approach the HC for quashing u/s 482 Cr.P.C.,"[""Bribery demand to close the case"", ""Section 188 of IPC""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Section 482 of Cr.P.C"", ""User filed cross FIR against the accuser""]","[""rule"", ""fact""]","[""Complies With""]",2
