question,answer,chain_q,chain_q_types,chain_q_edges,chain_q_len,chain_a,chain_a_types,chain_a_edges,chain_a_len
"I have served full 3 month notice period. But still my employer has not informed my clients about my resignation and seperation.
What if I put social media post about my seperation from this organisation and my client get to know about it?

Will there be any implication on me?( Ahmedabad, Gujarat )","Dear Client,As the clients belong to the organisation therefore the organisation has to let know about the employer to the clients. And if you want to let your clients now, then you might ask your organisation to let the client know.","[""Right to know about job description fairly"", ""Section 2 of the Rights of Persons with Disabilities Act, 2016""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Right to know about job description fairly"", ""Section 2 of the Rights of Persons with Disabilities Act, 2016""]","[""fact"", ""rule""]","[""Complies With""]",2
"I worked with one of an IT company for Last 4 months and left it without further notice or serving the notice period. Now they have sent me legal notice charging the section 406,415 under IPC 1860 and cyber crime for information and technology act 2000 and demanded for 1,05,000/- INR. what can I do in this matter? Kindly help.( Ahmedabad, Gujarat )","IPC is ok but cyber crime ?why you left without notice ?it can be handled, approach a lawyer for proper reply notice.","[""Section 66E of the Information Technology Act, 2000"", ""Potential filing of FIR by the company""]","[""rule"", ""fact""]","[""Violates""]",2,"[""National Cyber Crime Reporting Portal"", ""Victim of online data entry fraud""]","[""rule"", ""fact""]","[""Complies With""]",2
"Can SC ST OBC candidate availing age relaxation ( averaged as per UR category) occupy UR seat in central government job of India ?( Mysore, Karnataka )",The reservation of both SG and CG are mostly same.,"[""Eligibility for age relaxation in central government jobs for SC ST OBC candidates""]","[""fact""]",[],1,"[""Financial distress due to loss of both parents"", ""Compassionate Appointments Scheme by Department of Personnel & Training""]","[""fact"", ""rule""]","[""Complies With""]",2
"This month i joined a company that made me sign a 2 year service agreement. The boss is pathetic & is making my life hell every day. Now i don't know how to get out of here. What can I do?( Delhi, Delhi )","Dear Client,A service/employment bond itself does not create any relationship between an employer and an employee unless and until it is followed by the essential steps required to make the Bond valid and enforceable under the law. The validity of Employment bonds can be challenged based on Section 27 of the Indian Contract Act,1872 which prohibits any agreement in restraint of trade and profession. The law states that an agreement (employment bond) will be illegal only if it restrains someone from exercising a lawful profession/ trade/ business. As per the mandate of Section 27 of the Indian Contract Act,1872, any terms and conditions of an agreement that directly or indirectly compels the employee to serve the employer or puts a restriction on them joining the competitor or other employer is not valid. The employee has the right to resign from the employment even if he has agreed to the employment bond to serve the employer for a specific period. In the case where the employer can prove that the employee is joining the competitor to disclose the trade secret then the court may issue an injunction order restricting the employee from joining the competitor. Further, Section 73 of the Act makes provision for un-liquidated damages (not stipulated in a contract), Section 74 deals with liquidated damages (stipulated in a contract), and no compensation is attracted for mere breach of contract u/s.73. 74 of the Act unless such breach resulted in an actual loss or damage to the opposite party employer. So, in the given scenario, if you are unable to cope with the toxic working environment, you can tender your resignation following the terms of your contract and serving the notice period. In case the company refuses your resignation or demands any amount against the bond or takes any legal action, serving a legal notice to the Company,  reach out to the office of the Labour Commissioner concerned for filing a complaint against the employer over alleged unfair labour practice to resolve the grievance provided you are not holding the position of Manager/Supervisor but a workman as defined u/s.2(s) of the Industrial Dispute Act. But, if you are holding the position of Manager or Administrator in the Company, you have to file a civil suit before the Civil Court for desired relief in the matter. Feel free to contact our legal team of expert professionals to navigate the issue in the right way.","[""Served 8 months of the service agreement""]","[""fact""]",[],1,"[""Section 27 of the Indian Contract Act, 1872"", ""Right to challenge validity of employment bond based on restraint of trade"", ""Right to resign from employment despite bond conditions""]","[""rule"", ""fact"", ""fact""]","[""Complies With"", ""None""]",3
"Hi,
I was working with amazon when a company called ADP called me. I was doing very well in amazon and was in line to be promoted to a leadership position. But since ADP was a good company, i quit and joined ADP. after two weeks they have terminated me saying i have failed a drug test. I have never done drugs in my life. Because of them I lost my career path at amazon and i'm working for a very small company now. They have also told my friends and my friends stopped talking to me thinking I'm a drug user. this happened about 6 months ago and these 6 months were the worst of my life. I even sent an email to the HR and the center manager but they did not respond. I was ready for additional tests and I am even now ready for a lie detector test. Can this be taken forward legally?( Hyderabad, Telangana )","Dear Sir,Through Emails you may not get any effective remedy. Get issue a Legal Notice and then approach Labor Court or Civil Court or Commissioner of Labor.Please contact through the administrators of this website.","[""No share of compensation for parents if they have pension and are self-sufficient""]","[""fact""]",[],1,"[""Civil Court""]","[""rule""]",[],1
"Actually what happened that I got an job in abroad so I have to go for medical fitness certificate which is can't done near by my workplace so I decided to travel my home town so I can obtain my medical fitness certificate from degignated place. So I inform my seniors about that concern that I need to go after 2, 3 days later they gave me permission to leave , after that I came home went for medical. Everything is fine but my blood pressure not normal it's around 160 so they can't give me fitness certificate that time Dr ask me to took medicine for 3 days and ask me to came later. So I can't travel that time I call my seniors that I can't come now sorry from my side. Even I spoken with management director I told him that I have certain issues with my health so I can't came now that time he okh with it . After 3 days Dr gave me clean chit that I am fit because blood pressure was normal and rest of the tests done before on my first visit. But I got sick for 4 days then I travel to my workplace  but between my journey I got an accident I got some injury on my forehead in my fingers and in my leg as well around 1 o clock in night I informed my seniors that I got accident so I am going back home. I was on rest so I went to office in my city I told them I can't continue now please do my clearance. I told them I know I have not served my notice period so deduct money from my salary which I have not received last month but they refuse to give me clereance and they said we don't know where you are from 20 days even I informed to my seniors so many time . 1 week ago I sent my resignation thought mail 3 time but they didn't answer. So please tell me what should I do if my new employer ask me to present experience certificate from last employer because they don't wanna give me. Please let me know the solution ?( Jaipur, Rajasthan )","Dear Sir,You may get issue a Legal Notice or file representation before Labor Commissioner under Section 12 of Industrial Disputes Act.Please take PAID phone call with me through VIDHIKARYA and get more legal guidance.","[""Employer committed to pay two months salary but failed to do so"", ""Section 5 of the Payment of Wages Act, 1936""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Section 12 of the Industrial Disputes Act, 1947"", ""Need to approach Labor Commissioner for dispute resolution""]","[""rule"", ""fact""]","[""Complies With""]",2
"I previously asked a question and got the reply that I may need to discuss with HR.  I discussed with HR and today also they showed the employee handbook clause.

Clause in appointment letter - The company will provide you extensive training during your employment with us and expects you to return the investment made on this training in the form of personal value
addition to the company.
Clause in Handbook - Incase, a new joiner leaves the company before completion of one year then the company will recover the training cost on companyâs discretion. This is ensured as the company needs to follow the entire hiring process again.

My gross salary is 34k. I worked for them for 1 month. The training repayment cost they quoted is Rs. 60,000/- which they are saying include training (Data team), HR costs, and operational expenses, all of which contribute to the overall onboarding and training process.

What shall i do now? I feel this cost is quite high compared to my inhand salary of 1 month. While I joined company as a full time employee in Appointment letter- Data Engineer they are now saying you are also needed to payback your salary. What shall i do? Shall i go to court or shall i go to any grievance portal?( Gurgaon, Haryana )","Dear Client,The company's claim of Rs. 60,000/- as training repayment cost seems unjustified and excessive compared to your one-month employment and gross salary of Rs. 34,000/-. The company's argument of including HR costs and operational expenses in the training cost is not reasonable as these expenses are part of the company's overall business operations and should not be borne by the employee. You can approach the Labor Commissioner's office in your area. They have the authority to intervene in labor disputes and ensure that employees' rights are protected. You may also consider filing a legal case against the company in the labor court. The labor court will examine the evidence and make a binding decision on the matter.","[""Non-compete clause signed in appointment letter"", ""Potential legal action from ex-employer regarding non-compete clause""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Labor Commissioner"", ""Willingness to consider buyout option for notice period""]","[""rule"", ""fact""]","[""Complies With""]",2
"In appointment letter, the notice period is mentioned for 3 months but not clearly written if it is after probation or from the starting. Now i want to quit before completion of probation. What harm my current company can cause to me?( Bangalore, Karnataka )","A.Dear Sir,You may not get decent feedback to your next employer and you may not get experience certificate and exist certificate. These are the risks.","[""Probation period does not count towards gratuity eligibility if it is less than 6 months"", ""Section 4 of the Payment of Gratuity Act, 1972""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Entitlement to experience certificate and relieving letter upon resignation"", ""Withholding of original certificates and salary by employer""]","[""fact"", ""fact""]","[""Depends On""]",2
"Due to not applying the attendance for 28 days last month, I got only salary for 2 days. However, now I have talked to my manager and got the attendance corrected for the remaining 28 days. I have also requested the higher manager to grant the lost salary in upcoming month's salary slip.
What is the legal action I can take if they still don't approve the salary?( Mangalore, Karnataka )","Dear Client,The Payment of Wages Act enacted in 1936 guarantees that workers receive their pay on schedule. The worker or employee is alsoÂ entitled to interest on the amount owed for the delay in giving the salary or wages if the employer refuses to pay or postpones paying the worker or salary. Or you can approach the Labour Commissioner Officer regarding the unfair practice of the company for the remedy.Thank You.","[""Willingness to pay for the remaining notice period days"", ""Desire to be relieved from employment before the end of the notice period""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Section 5 of the Payment of Wages Act, 1936"", ""Employer failure to pay wages as per the Payment of Wages Act, 1936"", ""Non-payment of salary for the period worked"", ""Non-payment of salary for the month worked""]","[""rule"", ""fact"", ""fact"", ""fact""]","[""Violates"", ""None"", ""None""]",4
"Dear sir I am facing problem with my boss from many days and been continuously asking to resign from last few days and been intermidated to terminate from the job please consult me with the right guidance as I want to serve some notice period at least of 7 days( Aurangabad, Maharashtra )",Without any sufficient cause your Boss must not do it. If you feel such intimidated you should  act on it legally and take further action,"[""Right to resign from employment"", ""Forced continuation of employment despite resignation request""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Probation period does not count towards gratuity eligibility if it is less than 6 months"", ""Section 4 of the Payment of Gratuity Act, 1972""]","[""fact"", ""rule""]","[""Complies With""]",2
"hi i have joined an organization in oct 2022 they said to sign a bond of 2 years on 100 rupees stamp paper and due to job need i signed, but i didnt get good increment in 2023, and work culture also i didnt like so i resigned my job at july 5th and my notice will complete in oct 2024. as i signed bond 2 years so i thought till oct 2024 i woked and fullfille the bond. but now employer is saying till oct 2024 u should work and on oct 10th 2024 u can resign and again should serve 3 months of notice. and i resigned they are asking me 3 months of gross pay. so i need a sugesstion should i pay them( Nizamabad, Telangana )","Dear Client,The bond you signed on a â¹100 stamp paper is meant to ensure that you remain with the company for two years. It generally includes conditions like paying a penalty if you leave before completing the bond period. A bond on a â¹100 stamp paper may not hold up in court if it is deemed unreasonable or if it violates the principles of free employment. However, if the bond was for training expenses or other justified costs incurred by the company, it could be enforceable. If your employment contract states that you must serve a 3-month notice period, then technically, the employer can enforce this. However, this should be applicable only once, not an additional 3 months after completing the bond. If your employer is asking for an additional notice period after the bond is completed, this is not standard practice and may not be legally enforceable unless explicitly stated in your contract or bond.  Request for a clear explanation from your employer regarding why they are asking for a second notice period after the bond period. Review your contract and bond agreement carefully to understand the terms. If the bond or notice period demand is deemed unreasonable or unenforceable, you can challenge it legally. Many employment bonds, especially those that are one-sided or harsh, may not be upheld in court. We hope that our response is helpful to you.","[""Signed employment bond without hard copy or stamp paper"", ""Potential liability for cheque bounce due to undated signed cheque""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Employer cannot legally impose a notice period after the fact"", ""No notice period mentioned in employment contract""]","[""fact"", ""fact""]","[""Depends On""]",2
"I haven't served notice period of 30 days due sudden health issues. I returned the company asset as per their request. They are not giving relieving letter. I told them if you are not settling F&F it's ok atleast provide me the relieving letter.( Bangalore, Karnataka )","Dear Client,Regardless of reasons, on cessation of employment either by resignation or termination, an employee is entitled to an experience certificate, relieving letter and F & F settlement dues from the employer within 30 days of the last working days (LWD) and denial of which amounted to unfair labour practices as defined under Section 2(ra) of the Industrial Dispute Act, 1947. Section 73 of the Indian Contract Act,1872 makes provision for un-liquidated damages (not stipulated in a contract), and Section 74 of the said Act deals with liquidated damages (stipulated in a contract), and no compensation is attracted for mere breach of contract u/s.73. 74 of the Act unless such breach resulted in an actual loss or damage to the opposite party employer. So, in the prevailing situation, if you are not holding a position of manager or supervisor in the Company, but a workman as defined under Sec.2(s) of the Industrial Dispute Act, 1947. serving a legal notice to the Company reach out to the office of the concerned Labour Commissioner or the office of the Chief Inspector, Shops and Establishments, as the case may be, to file a complaint against the company over alleged unfair labour practice for redressal of your grievance, Further, SAMADHAN Portal was launched by the Ministry of Labour and Employment for facilitating filing of industrial disputes by the workmen, employers and trade unions under the Industrial Disputes Act, 1947. The online portal has a user-friendly interface and has enhanced transparency and efficiency of grievance resolution for all stakeholders. The workmen/trade unions/stakeholders can file their disputes and claims by logging into the portal through the UMANG app and also by visiting the nearest Common Services Centres. But, if you are holding the position of Manager or Administrator in the Company, you have to file a civil suit against the Company before the Civil Court seeking appropriate relief in the matter.","[""Resigned from employment and served notice period"", ""Last working day incorrectly stated in relieving letter""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Section 2(ra) of the Industrial Dispute Act, 1947"", ""Denial of experience certificate and relieving letter amounts to unfair labor practices""]","[""rule"", ""fact""]","[""Violates""]",2
"I am a mbbs graduate from University College of medical sciences, Delhi currently doing one year compulsory rotatory internship in the associated hospital GTB, delhi in Dilshad garden. I have been posted in the department of medicine since January 1 to 29 February for a period of 2 months (including 15 days in department of psychiatry) A post graduate student (MD 2nd year in department of medicine) constantly threatens me , abuses me that will not let me have the internship completion certificate (which is compulsory for the award of mbbs degree) even when I am doing all duties, he has clearly announced that will mark me absent even for the day I did a 12 hour night emergency duty. His constant abuse and threats has put me under a lot of mental pain, not even a single day passes when we interns are not threatened and talked to in a demeaning tone. Kindly help us in getting our internship completion certificate in department of medicine and taking a strong action against such abusive person. Our efforts and years of hardwork to become doctors is being put at stake by such people. My entire internship period has been great, have completed duties in 8 department with satisfactory ratings.( North East Delhi, Delhi )","Dear Sir,You may lodge complaint with ICC and/or with police.Please contact me through the administrators of this website.","[""Draft RR for the post has been pending since 2016"", ""Existing Recruitment Rules (RR) have been approved but not notified by the administrative ministry""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Termination of employment due to filing a complaint with the labor commissioner"", ""Section 2 of the Industrial Disputes Act, 1947""]","[""fact"", ""rule""]","[""Violates""]",2
"I work in a PSB. Due to sickness, I took almost 6 months of leave. I have a health history so i have been on leave earlier as well. Now almost 6 months back, my HR manager asked me to submit via registered post my health certificate and wait for their instructions. It has been 6 months and they didn't send any communication, not allowing me to report and simply delaying the process. No one is taking any heed. What are my options. I am thinking of sending a legal notice.",71,"[""Send a legal notice"", ""Salary hold due to forced termination from employment""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Entitlement to salary despite not serving notice period due to mental torture""]","[""fact""]",[],1
"Hi,
I have been working with an employer for the past 4 months. The offer was shared with me for Internship of 2 months. In very first month after 2 weeks of training , I was virtually aligned with a project where my services was used as a full time employee.
As per company's past trend and existing employees, employer confirms employee's employment with the company as a permanent employee and salary is given to the employee after job confirmation. I waited for 2 months since I was in hope that after two months I will get the offer letter for permanent employment. I kept on working with the project. As per my Project lead , my feedback is shared with the HR along with the requisition related approvals. After two months , when I reached out to HR department , I was told that it might take some time and I started waiting again. After 3 months , I reached out to the senior person of HR and the guy talked to us very rudely and tried de motivating me with very harsh words. As per him , he was denying giving employment or alternatively asked me to work for approx 3 more months that toi without getting paid. They have never confirmed me that my internship period is being extended. They are continuously giving promises and asking me to wait and wait.
I am a good resource of the team and team doesn't want to loose me. Even after 4 months, they have no answer on when my salary will be started. There are many such Interns in the company from whom company is taking services and not paying for it.
My concern here is
- What are my rights working on the position of intern
- Can they make me work like a full time resource as I have been doing for the last 4 months  without getting paid.
- Can I get a compensation for my services
- Can I file a complaint against the employer and how it can be harmful for my career.
Thanks",dear client in your case You have the basic right while working as an intern.See genealogy internship is pursued to make the interns learn things. The period of internship in terms of hours required is dependent on the intern and the person who has given you the opportunity to intern.The compensation can be given and is totally dependent on the person giving you the internship opportunity.You cannot file a complaint. You may leave the services if you want.,"[""Non-payment of salary for the last 2 months"", ""Section 33C(2) of the Industrial Disputes Act, 1947""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Entitlement to salary for the period on the company rolls"", ""Section 10 of the Payment of Wages Act, 1936""]","[""fact"", ""rule""]","[""Complies With""]",2
"I am working in it company I joined here 22 November 2021 after 2 months they assigned me a project but that project is pending from 2 years I tried from myself best I resolved many issues from that project now I given resignation after completion 1 year but they have 3 months of notice period right now I am completed 2 months I want to buy 1 month notice because organization is forcing me to complete the project before your last day I told them I did my best but I am not capable to complete this project but they forcing me to complete the project please so that's why I want to buy 1month notice but my managers are not allowing but in my appointment letter it's clearly mentioned we can buy please help what should I do( Hyderabad, Telangana )","Dear Client!Does your appointment letter gives discretionery Power to the management to buy out your notice period or not?If yes, then it's difficult to get it done. But then you can file a complaint against the  immediate boss with the management of the company for harassing you or give a formal complaint to the HR Department.If nothing happens then you can raise the complaint with Labour Commissioner office.Hope this should resolve your problem.","[""Obligation to complete internship as per contract terms"", ""Desire to exit internship early due to dissatisfaction""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Labour Commissioner"", ""Willingness to file a lawsuit against the company"", ""Complaint against employer for non-payment of dues"", ""Acknowledgment of application for direction to the assistant labor commissioner""]","[""rule"", ""fact"", ""fact"", ""fact""]","[""Complies With"", ""None"", ""None""]",4
"I have been working in a reputed school for 1 year 5 months. I got appointment order and call from directorate of education delhi to join delhi government school on immediate basis. So, I quit my job to tell them the situation, but now the school authorities are sending legal notice to me. As per my appointment letter, I was on probation.i have not received any confirmation mail or letter.they were not giving us any PF   or gratuity. They are threatening me by saying you will not be able to pursue any job...what should I do?( Ghaziabad, Uttar Pradesh )","Dear client,You would be required to serve your notice period if you want to leave your job during the probation period. An appointment on probation is an appointment on a trial basis. A probation period may be for a certain period of time or for an unspecified period.","[""Sending a legal notice to a publicly traded company requires the correct address."", ""Legal notice can be sent to either the corporate office or registered office.""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Notice period on probation is 90 days"", ""Resigned from employment during probation period""]","[""fact"", ""fact""]","[""Depends On""]",2
"Hi,  

My name is Dominic Steven and I am 31 years old and I have one younger sister she is married. My father was an railway employee and he died on duty 2016 (3 years before retirement)  . And I don't have mother also, she died in  2008. 

I applied for the compensation job.  But they (Railway Mysore division) have rejected my application. Says that I don't have dependent. Is this genuine reason or how can go further?  

And my married sister can also eligible for compassionate appointment. Please give me solution.( Bangalore, Karnataka )",There are several ways to approach this problem. You can contact us for the same.,"[""Ineligibility for compassionate appointment after retirement of the employee"", ""Compassionate Appointments Scheme by Department of Personnel & Training""]","[""fact"", ""rule""]","[""Violates""]",2,"[""University issued new advertisement for the same position after interview without providing feedback""]","[""fact""]",[],1
"my company promised me incentive for achieving sales target for the year ending Jan-20 to Dec-20. I had achieved the target and qualified for the incentives. But in February 2021 due to difference with my manage I was force to resign for which I told them to settle my incentive to which senior manager say it will come with Feb or March salary but it doesn't. 12 April was my last day in the company. Now the company paid the incentive of other employees in April Salary , Will I get my Incentive in my Salary, if not what are the options for me as the incentives are for Dec 2020.( Ludhiana, Punjab )",File complaint in Labour dept,"[""Non-payment of salary for the month of April"", ""Section 5 of the Payment of Wages Act, 1936""]","[""fact"", ""rule""]","[""Violates""]",2,"[""File a claim in labour Court for non-payment of salary"", ""Non-payment of salary by employer""]","[""fact"", ""fact""]","[""Depends On""]",2
"I belong to category-1,My parents income is above 8L/anum,and I am still studying.am I elligible for taking any reservation ??( Chamarajnagar, Karnataka )","Yes you're eligible to take reservations, for that you have to check the last years accounts, if they are under 8lakhs, then you're eligible to take the reservation","[""Manager harassment for taking leaves"", ""Entitlement to experience letter upon resignation""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""No share of compensation for parents if they have pension and are self-sufficient""]","[""fact""]",[],1
"I have joined company A during Jun 24th 2019. Due to unavoidable personal concerns, I couldn't continue the service. By mid of October 2019, I left company without resignation & without notice.
Later by Nov 6th 2019, I joined company B, serving this company B till date.
Meanwhile company A continued to credit salary & PF till Jan 7th 2020. Company A terminated the employment on Jan 7th 2020.
Now I was interviewed by company C, received the offer & the offer has been accepted by me as well.
As part of background check (by third party service ""Digi Verifier""), it was revealed to company C about having overlapping period (November 2019 - January 2020) in PF accounts of company B & C respectively, indicating the dual employment. 
Hence company C revoked the offer.

What to do in such situation ?
Will it totally impact the future background verification checks?
Will it impact the career ? 
How to resolve dual employment issue?
- Is it possible to get the issue sorted with company A ?
- can company A issue relieving letter with updated relieving date to last working day of September 2019 ?
- can company A update corresponding PF's date of exit to last working day of September 2019 ?( Bangalore, Karnataka )",Dear ClientYou have complicated your professional life due to this dual employment. Whatever you have asked for is not possible to revert by company A as they have credited your PF too. At max to come out of this mess what you can do is not show the experience of company A in future so that no background verification will be done on that company.,"[""Entitlement to Last Working Day (LWD) despite notice period served"", ""Breach of Employment Contract due to delay in issuing LWD""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Background verification failure due to alleged dual employment"", ""Section 2 of the Industrial Disputes Act, 1947""]","[""fact"", ""rule""]","[""Violates""]",2
"I resigned immediately due to health concerns, and was ready to serve a 30-day notice period. However, my employer stated that my health issues required immediate attention and considered my last day of employment within the next 5 days. Consequently, my experience letter indicates a 45-day notice period, despite not receiving salary for those days.
Am I eligible to get my salary?( Mumbai suburban, Maharashtra )","Dear Client,You tendered your resignation from the company due to health issues and did not serve the notice period which was waived considering your health issues and released from your job after 5 days. Since you did not serve the notice period post-resignation as per the terms of your appointment, you are not eligible for the salary of your notice period.","[""Resigned from employment due to health issues"", ""Demand for notice pay after resignation""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Inability to serve notice period due to health issues and personal circumstances"", ""Section 2 of the Indian Contract Act, 1872""]","[""fact"", ""rule""]","[""Violates""]",2
"I got selected in up primary teachers and my all documents are verified by department but now I am afraid that In future It can create problem for me and my family so what can be problem in future- termination or Jail or repayment of all sales I received till now please help( Meerut, Uttar Pradesh )","Dear Client,to answer this question, we need to know why are you scared? all your documents are verified by the department. in what way it can create a problem?","[""IT Software Companies in Uttar Pradesh are subject to retrenchment rules under the Industrial Disputes Act, 1947."", ""Section 25N of the Industrial Disputes Act, 1947""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Right to know about job description fairly"", ""Section 2 of the Rights of Persons with Disabilities Act, 2016""]","[""fact"", ""rule""]","[""Complies With""]",2
